building_type,dengji,jianzhumianji,loupan_content,loupandizhi,price_perunit,release_date,service_price,suozailouceng,titile,total_price_10K,url,xzl_content,zhuangxiu
毛坯(不可分割),甲级,290㎡,"耀中广场，广州高层写字楼，坐落于中国广州天河区新城中心，1幢43层摩天大楼耀中广场(China shine plaza)、3层作为商场的裙楼以及地下4层的停车场，近邻广州火车东站和广州中信广场。落成于2007年，于2008年剪彩。是广州的标志性建筑之一。耀中广场是很多全球500强公司在广州的办公地点。
    耀中广场是天河北超甲级写字楼，位于地铁3号线林和西A出口，耀中广场紧临中信广场，有数十条公交车路线，是广州交通便利，环境档的写字楼之一。耀中广场18米高豪华酒店式大堂，其实恢宏，尊贵非凡，能充分提升企业形象。大厦自身带有银行，洗衣店，超市，自助餐厅，员工饭堂等。
    耀中广场为广","['广州', '天河', '天河北', '耀中广场']",(32000元/㎡),2019/8/30 11:11:39,28.00元/平米·月,中区(共43层),耀中广场写字楼 290平方 售32000元 可交吉出售,928,https://gz.office.fang.com/shou/3_241851146.html,,
商业综合体楼,乙级,300㎡,番禺万达广场位于广州市番禺区迎宾大道万博以东，汉溪大道以北，兴南大道以南，广州番禺万达广场总建设面积50万平方米，总投资50亿元，规划建设一座集大型商业中心、休闲娱乐中心、文化中心、商业步行街、写字楼、SOHO为一体的大型城市综合体。,"['广州', '番禺', '华南', '番禺万达广场']",(19000元/㎡),2019/5/29 14:51:09,3.50元/平米·月,高区(共41层),番禺万达广场 7号线 万博站 写字楼 300方 售19000元平方,570,https://gz.office.fang.com/shou/3_239047790.html,番禺万达广场写字楼 出售,精装修(可分割)
毛坯(不可分割),,215㎡,"中信广场共包括1幢80层办公楼、2幢38层附楼、4层商场裙楼及2层地下停车场。主楼高达391米，中信广场配备卫星天线，光纤通讯，中央冷气，后备电源，10,000条IDD和传真线路；34部进口日立高速升降电梯；地库设有2层停车场，车位超逾900个，办公室设施配套齐。","['广州', '天河', '天河北', '中信广场']",(26000元/㎡),2019/7/19 14:12:21,,中区(共80层),天河北『中信广场急售价带租约单价2万6产权清晰』,559,https://gz.office.fang.com/shou/3_240675094.html,,
毛坯(不可分割),,241㎡,,"['广州', '番禺', '华南', '招商金山谷意库']",(16200元/㎡),2019/7/27 20:13:42,,中区(共40层),招商金山谷 番禺长隆 南方人才市总部进驻/宜家家居进驻,390,https://gz.office.fang.com/shou/3_240915275.html,,
纯写字楼,甲级,268㎡,富力盈隆广场项目位处广州市珠江新城中轴北端入口门户位置，为黄埔大道和珠江大道交汇，往来交通便利;西临城市广场，南望B地块街坊中心园林广场，城市环境景观优越;北面获得体育路已成熟完善的商业配套支持，兼得珠江新城中轴未来全面发展的超5星级酒店和各项高端商务服务配套便利，项目作为“门户地标”优势显著无出其右。,"['广州', '天河', '珠江新城中', '富力盈隆广场']",(28000元/㎡),2019/8/21 16:45:23,25.00元/平米·月,低区(共42层),诚心出售富力盈隆大厦 价格实在 低市场价2千一方自用或收租可观,750,https://gz.office.fang.com/shou/3_241615822.html,富力盈隆大厦物业详尽富力盈隆大厦地址：广州市黄埔大道西76号富力盈隆大厦*评定：*富力盈隆大厦楼层分布：总高42层（1～5商业裙楼，6～42写字楼）负1、2层停车场富力盈隆大厦楼底高度：3.9米富力盈隆大厦实用率：72%富力盈隆大厦电梯：16台电梯 2台货梯富力盈隆大厦停车位：600个 1200元/月 8元/*富力盈隆大厦管理费：25元/m2/月富力盈隆大厦优点18台高速群控电梯，高效率的分段服业管理；单元方正，南北对流，通风*，景观开扬，采光好,精装修(不可分割)
纯写字楼,甲级,246㎡,"环球都会广场位于珠江新城中轴旁，携东塔及高德置地广场，组成近100万平米广州端国际商务区。项目坐拥中轴七大地标景观，同是又可北瞰花城广场、南望珠江，360度美景环绕
地下连通APM花城大道站，地铁三号线与五号线交汇，交通十分便捷；8大星级酒店汇聚、23座超甲级写字楼簇拥、4大高端商场尽在脚下，汇聚商务配套；2100㎡平层空间，4,25米标准层高，打造国际超甲级办公空间。全广州稀缺资源尽汇于此，让项目以无可超越的优势，成为中轴线上，可售至高江景超甲级写字楼","['广州', '天河', '珠江新城中', '环球都会广场']",(39000元/㎡),2019/8/22 11:37:52,30.00元/平米·月,低区(共67层),亏本急售！环球都会广场 各付各税 毗邻东塔楼 来电看楼,959,https://gz.office.fang.com/shou/3_241635134.html,『地址』：珠江新城花城大道与冼村路交界处『总楼层』：67层『每层面积』：2100/㎡『物 业 费』：35元/㎡『建议行业』：电商、IT、科技、物流、金融『交通』：地铁5号线猎德站环球都会广场简介：环球都会广场傲立珠江新城中轴核心，与50万平方米东塔一脉相承，以18万平方米体量，共同形成68万平方米CBD中轴线上、规模的商务综合体，超写字楼、5酒店、商场交相辉映，共同构建商务平台。,精装修(可分割)
毛坯(不可分割),,280㎡,维多利广场位于天河体育西路与天河路交汇处，周边有天河体育中心，广州购书中心、天河城广场、正佳广场、地铁一号线、三号线、机场快速干线等。 楼高222.6米，由6层商业群楼、4层地下停车场及两座分别为52层、36层的写字楼组成。,"['广州', '天河', '体育中心', '维多利广场']",(24000元/㎡),2019/7/8 17:43:21,,中区(共52层),已签委托书维多利广场280方，业主低价出售2.4万每方,672,https://gz.office.fang.com/shou/3_240356146.html,,
纯写字楼,甲级,283㎡,保利丰兴广场共28层，其中1－4层为商场，5－28层为高档写字楼。,"['广州', '天河', '石牌桥', '保利丰兴广场']",(18000元/㎡),2019/8/13 15:30:05,25.00元/平米·月,高区(共28层),广州保利丰兴广场写字楼出售 产权清晰户型方正 业主诚信出货,509,https://gz.office.fang.com/shou/3_241392826.html,点击查看更多广州写字楼资讯保利丰兴广场写字楼简介保利丰兴广场地理位置极优越，天河百货圈，右接华南IT圈，北临天河北商务圈，南近珠江新城CBD区。条件便利的交通，地铁三号线石牌桥站出入口位于项目一座塔楼内，地铁一号线体育中心站步行5即达，数多个大型公交站穿梭珠江三角洲。保利丰兴广场物业详尽保利丰兴广场地址：广州市天河区天河路240号保利丰兴广场楼层： 共28层，一楼大堂银行、2-5楼，5－28层为写字楼 保利丰兴广场实用率：70%保利丰兴广场楼底高度：2.5米保利丰兴广场电梯：17部原装进口的日立品牌电梯保利丰兴广场停车位：负三与负一停车场，共530个停车位，月租1200元/月（12），固定车位1800元/月；每10元保利丰兴广场管理费：25元/平方/月保利丰兴广场周边配套保利丰兴广场周边交通：公交车：天河南站，石牌桥站百余线公交穿梭往来。地铁：地铁三号线石牌桥站出入口位于项目一座塔楼内，地铁一号线体育中心站步行5即达。保利丰兴广场周边餐饮：KFC、大快活、大西豪等保利丰兴广场周边银行：商业银行、工商银行、民生银行、农业银行等保利丰兴广场优、缺点保利丰兴广场优点1、	位于，交通便利，周边配套成熟2、	间隔方正，易于利用保利丰兴广场缺点1、	地处商业中心，上下班交通较为拥挤选择中原中原工部成立于2009年，目前在广州专业从事写字楼项目策划租售及二手租售范畴业务里具影响力的代理机构；拥有完善的架构，分部设于各区写字楼心脏地带；具有全面的一、二手市场资讯，盘源齐全，资讯准确，为广大客户提供专业的写字楼服务。点击查看更多广州写字楼资讯-------【信专业 选中原】-------,精装修(不可分割)
毛坯(不可分割),,205㎡,开 发 商：,"['广州', '黄埔', '萝岗', '绿地中央广场']",(16027元/㎡),2019/8/13 18:31:54,,中区(共40层),21号线 绿地广场『神舟站+繁华商圈+单位出售』,329,https://gz.office.fang.com/shou/3_241398036.html,,
纯写字楼,甲级,300㎡,保利世界贸易中心为广州市保利国贸投资有限公司投资兴建的一个项目，总建筑面积超过50万m2，地上建筑面积为37万m2。其中9.48万m2博览馆，拥有4020个展位，可举办各类国际大型展会；特设的9.25万m2“lifestyle”品牌展示馆，为企业提供品牌展示特区。,"['广州', '海珠', '琶洲', '保利世界贸易中心']",(28000元/㎡),2019/6/4 10:44:23,25.00元/平米·月,高区(共22层),保利世贸300方 带租约 可解约出售  不错的,840,https://gz.office.fang.com/shou/3_239243580.html,《保利世界贸易中心》作为琶洲会展核心区的城市商业综合体，保利世贸中心由央企保利地产斥巨资打造而成，八年的精心营造，这座56万m2商业综合体。1）博览馆：琶洲有影响力的会展场地之一，拥有4020个国际标准展位，每年举办近百场会展，展会涵括数百行业，吸引百万全球客流2）写字楼：琶洲商务名片。保利世贸写字楼C、E、F、G座已投入使用，现有广新集团、广东广告传媒有限公司等有名企进驻。3）美食广场及：保利世贸中心拥有超1000m2商业配套。大型美食广场搜罗岭南风味美食，引进大西豪、麦当劳、赛百味等餐饮集团，不出琶洲，也可让人尽享全球美味。		《本案基本情况》1）?面积信息：300㎡，73%得房率2）价格：28000元/㎡3）装修情况：高等装修，不可分割；4）朝向景观?：北向一线江景 5）楼层信息：?高区（共22层）《大厦基本情况》6）本案为保利世界贸易center C座，2009年落成7）空调独立控制，管理费25元8）地下停车1000元每月，临时6元/半9）距离地铁《琶洲》站C、D出口100米谢谢观赏。,精装修(不可分割)
毛坯(不可分割),甲级,250㎡,"达镖国际中心规划有甲级写字楼、国际商务公寓及大型购物中心功能，是一座创新型综合商务复合体，项目位于地铁2号线与8号线交汇点昌岗站，双地铁上盖物业，其中2号线出入口与本项目负一层连接、8号线出入口从负三层接入。项目拥有高层的360度开阔城市景观，3.55米层高的宽敞空间设计，户型建筑面积约42-66平，投资自用相宜。
写字楼大堂设置在首层北面，挑高大堂设计，明亮、简洁的设计风格。写字楼安排在8-28层，约1,800平方米的标准层面积，层高3.8米的无柱空间设计，开间方正、实用，可整合或灵活间隔成不同面积的办公空间，满足不同的客户需求。在公共装修及硬件设备方面，配置大金VRV空调系统、风能、太阳","['广州', '海珠', '江南西', '达镖国际中心']",(22000元/㎡),2019/8/19 17:55:34,15.00元/平米·月,中区(共51层),昌岗写字楼 达镖国际广场250平方 售22000元,550,https://gz.office.fang.com/shou/3_241563727.html,,
简装修(可分割),甲级,280㎡,珠江国际纺织城位于广东省广州市海珠区逸景西路（逸景翠园西面地块），总投资40多亿元，预计总建筑面积90万平方米，其中包括40万平方米的轻纺旗舰展示中心，50万平方米的写字楼、酒店、商务公寓、商铺等综合商业配套。2011年9月29日正式对外试业，珠江国际纺织城已被列为海珠区“十二五”重点商业项目，是中大布市之“世界布都”的核心组成部分，其建设及运营将有效地推动中大布市的升级发展。,"['广州', '海珠', '中大', '珠江国际纺织城']",(23000元/㎡),2019/8/13 10:26:53,8.50元/平米·月,中区(共27层),十万火急　精装珠江国际纺织城280方　可带租约出售,644,https://gz.office.fang.com/shou/3_241382035.html,1.出售面积280平方米 写字楼，可做板房。设计  也可做外资公司。2.光线好采光足，有装修..3.繁华布匹服装金融商圈、华丽大堂，尽显尊贵气派4.使用达八成，管理费8.5元/平米5.内设地下停车场，月保800元/月，临保12元6.客村 中大的接驳线，楼下有多条公交车 站线，其中去往天河、番禺 琶洲等地。【提供服务内容】带看房－直到看到合适房源一查册一签三方合约一支付定金一网签合同一签按揭一等出同贷书一交易过户一银行放款一交楼  完毕.【个人介绍】本人从事房产至今，一直从事存量房（包括住宅与商业）租赁与买卖，积累了一些经验，相信我的专业与热心，可以快速的帮您找到*适合您的房子,
纯写字楼,甲级,261㎡,番禺天安科技园位于番禺区迎宾路730号，园区空气清新，交通方便，配齐齐全，小区拥有大型地下停车场，实行智能封闭式管理。天安总部中心致力于吸上包括跨国公司地区总部、研发中心、国内大型企业集团总部。重点发展物业联网、新能源、节能环保、软件技术等战略性新兴产业。以互联网技术等低能耗、高附加值的先锋科技产业促进产业的升级与换代、提升城市核心价值，成就“总部经济之都”新典范。 天安科技园建筑面积4万多平方米，拥有研发单元79个，天安科技产业大厦建筑面积8万多平方米，拥有研发单位211个。目前，整个科技园三期项目已引进科技型和总部型企业共计310余家，包括三星中国研究所、中国动漫游戏研发基地等机构。,"['广州', '番禺', '华南', '天安科技园']",(9800元/㎡),2019/8/19 10:49:23,3.50元/平米·月,高区(共12层),天安科技园 261方出售 精致装修 可以看房,256,https://gz.office.fang.com/shou/3_241549966.html,番禺节能科技园介绍：地址：番禺节能科技园 面积：261平   价格：9800元/平管理：3.5元/平*月    景观：望园景     装修：精装修楼层：9楼  车位：室内/露天 经纪人：林佳波 手机号码：18818866181微信号：18818866181 （欢迎添加了解房源信息）,精装修(不可分割)
纯写字楼,甲级,200㎡,中洲交易中心是项目位于琶洲会展商圈B区、广州国际会议展览中心（广交会新馆）东南侧、琶洲塔西南侧，北接新港东路，南临黄埔涌，总用地面积51738平方米，其中净用地面积38702平方米。,"['广州', '海珠', '琶洲', '中洲交易中心']",(26800元/㎡),2019/8/2 9:52:19,22.00元/平米·月,高区(共26层),琶洲商圈 中洲抵  地铁直达 配套完善,536,https://gz.office.fang.com/shou/3_241067171.html,《广州蕞美的写字楼之称》中洲交易中心是广州能集团有限公司继成功开发销售的中洲中心二期项目。项目位于正对科韵路与新港东路交汇处的财富中心，一座掌控会展经济脉搏的决策广场，一座世界OFFICE，新CBD典范！写字楼由7-22层的塔楼结合，地下负2层为车库，其中负1-5层为琶洲儿童游乐场《六元素·体验天地》，在塔楼21层延伸出一条长达约120米的观光长廊《大厦基本情况》6）本案为中洲交易center，2010年落成7）空调独立控制，管理费22元8）地下停车1000元每月，临时12元9）距离地铁《琶洲》站D出口700米谢谢观赏。《本案基本情况》1）?面积信息：200㎡，73%得房率2）价格：3）装修情况：高等装修，不可分割；4）朝向景观?：西南向望万亩果园/东北向望保利天悦5）楼层信息：?高区（共22层）,精装修(不可分割)
毛坯(不可分割),甲级,286㎡,"耀中广场，广州高层写字楼，坐落于中国广州天河区新城中心，1幢43层摩天大楼耀中广场(China shine plaza)、3层作为商场的裙楼以及地下4层的停车场，近邻广州火车东站和广州中信广场。落成于2007年，于2008年剪彩。是广州的标志性建筑之一。耀中广场是很多全球500强公司在广州的办公地点。
    耀中广场是天河北超甲级写字楼，位于地铁3号线林和西A出口，耀中广场紧临中信广场，有数十条公交车路线，是广州交通便利，环境档的写字楼之一。耀中广场18米高豪华酒店式大堂，其实恢宏，尊贵非凡，能充分提升企业形象。大厦自身带有银行，洗衣店，超市，自助餐厅，员工饭堂等。
    耀中广场为广","['广州', '天河', '天河北', '耀中广场']",(33000元/㎡),2019/7/19 14:13:27,28.00元/平米·月,高区(共48层),天河北耀中/广场 交吉即买即用 出售286方仅3.3万,944,https://gz.office.fang.com/shou/3_240675134.html,,
毛坯(不可分割),甲级,202㎡,东风路接连天河成熟商圈，周边银行、超市、公园等设施齐全。,"['广州', '越秀', '东风东', '紫园国际']",(24500元/㎡),2019/8/30 11:03:16,15.00元/平米·月,低区(共27层),东风东路东山紫园商务大厦 有装修间隔 交通方便,495,https://gz.office.fang.com/shou/3_241850711.html,广州写字楼出售 越秀区东风东商圈紫园国际商务大厦 项目地址：广州市越秀区东风东路745号 落成日期：2008-04-25 土地出让2004年开始管理费：15元/平方楼层分布：上有27层，首层与二、三层作商业用途，427层为写字楼，地下有2层地下停车场实用率：72%电梯情况：9台奥迪斯电梯，4台手扶梯交付标准：：净高2.7米空调：空调：8：00-19：00 加班空调按500㎡以下30元/收取，500㎡以上则按50元/收取停车费：共247个车位，月租：￥1000元/月/个(12) ￥1500元/月/个(24)周边配套：百佳超市、府井百货、山雅筑，肯德基、麦当劳、惠食佳、福苑海鲜酒家，农林下路商业街。公共交通：公交车：东峻广场站、羊城晚报社站地铁：地铁1号杨箕站，步行约10） 周边银行：中国银行、中国工商银行、中国农业银行、广发银行、浦东银行、中国建设银行周边酒店：重庆大厦宾馆、金城宾馆、英豪大酒店等等,
纯写字楼,甲级,209㎡,"中石化大厦楼高51层，总建筑高度约180米。整个建筑由3层地下室、5层商场及两幢智能写字楼组成。
中石化大厦写字楼层高3.45米，单层面积建筑面积约1880-1990平方米，主体户型250-440平方米。中石化大厦位于天河北与体育西交汇处，紧邻广州地铁三号线林和西站。
结构：钢结构混凝土结构、核心筒、剪力墙结构 外墙：中空LOW-E钢化玻璃及石材幕墙 电梯：12部门1600KG高速乘客电梯，另有2部消防梯(兼货梯)品牌：OTIS 门窗：12MM玻璃门 供电：三主一备外电供应、应急发电机电源。每户独立供电 消防：公共：自动喷淋系统，火灾报警系统，防排烟系统；室内：英国进口精灵报警系统，设室内","['广州', '天河', '天河北', '中石化大厦']",(30000元/㎡),2019/9/5 10:20:33,30.00元/平米·月,中区(共59层),中石化写字楼 业主优惠出售，碰到是运气 买到是福气,627,https://gz.office.fang.com/shou/3_242013616.html,"房源亮点中石化大厦简介中石化大厦位于天河北与体育西交汇处，地处天河北CBD，商务氛围成熟优越，东面俯瞰天河体育，与广州目前的地标建筑物中信广场交相辉映。商业裙楼已命名为“柏西商都”，目前正在火热招商。以餐饮为主题，*品牌，已有多家主力旗舰店入驻。中石化大厦物业详尽中石化大厦地址：广州市天河区体育西路191号中石化大厦开发商：广州金贸房地产开发有限公司中石化大厦管理公司：佳兆业物业管理有限公司中石化大厦*评定：*写字楼中石化大厦楼层分布：共51层，1-5F为商场，6F以上为写字楼。负三至负一为停车场。中石化大厦实用率：70％中石化大厦吊顶：2.8米中石化大厦电梯：12部1600KG高速乘客电梯，另有2部消防梯（兼客梯）品牌：OTIS中石化大厦停车位：共三层 672个，￥2000元/月，￥8元/。中石化大厦管理费：30元/平方/月中石化大厦周边配套中石化大厦周边交通：3号线林和西站、1号线体育西路站，公交体育西路站与时代广场站，共有十几条公交车线路。中石化大厦周边餐饮：澳门街、王品台塑牛排、东海海鲜酒家、新泰乐酒楼、毛家湾等中石化大厦周边银行：工商银行、招商银行、农业银行、平安银行等中石化大厦优、缺点中石化大厦优点1、 大厦较新，超豪华大堂、高速电梯。2、 交通便利，度高。中石化大厦缺点1、 实用率较低，地皮较旧。2、 物业管理差，设备低，户型不方正。本人专业做广州商业写字楼的租售，如以上的房源信息不适合，或需要了解详细房源信息，可以进入我的个人店铺参观房源，我这里还有很多广州写字楼房源信息，会竭尽帮你解决和专业的帮你分析问题，保证房源真实！并在此感谢您观看我的房源信息，祝您早日找到合适的写字楼，生意兴隆！生活愉快！欢迎致电肖惠玲交通出行130路、540路、263路、高峰快线37路, 夜28路, 夜74路",精装修(可分割)
纯写字楼,甲级,200㎡,"富力新天地 项目是富力地产以珠江新城CBD成熟的甲级写字楼打造，延续富力CBD写字楼的DNA。定位为广州双CBD核心超甲级商务标杆,233米超甲写字楼将成为本地区地标性建筑。
富力新天地项目 主塔楼体量采用化整为零的策略，并对广州大道进行28米的退让，形成舒适的景观广场，既减小了建筑体量对街道产生的压迫感，又使形体更加轻盈，体量更挺拔。建筑外立面独特、醒目，通过折面的形态打造一种简洁、有力的造型。
塔楼占地为9479平方米，总建筑面积约13.5万平方米，楼高233米，项目规划裙楼为商业，面积达到8292平方米，写字楼大堂设在二层， 10米，采用现代装修风格，充满未来和科技感。
项目写字楼","['广州', '越秀', '东山', '富力新天地中心']",(37000元/㎡),2019/8/13 10:51:23,28.00元/平米·月,低区(共50层),业主价钱一减再减 只为缓解资金压力 单价37000元 总价740万,740,https://gz.office.fang.com/shou/3_241383307.html,业主描述：一手业主个人物业，整体豪华装修明亮、干净整洁，单位200方，37000元/方。总价740万可以随时看楼，上个月成交价去到49000元/方 。由于业主急需资金，故便于市场价出售。真的笋！！,精装修(可分割)
纯写字楼,甲级,230㎡,"VILI威尼国际建筑于广州天河北林和西路的西侧，东邻广州火车东站，南接中泰国际广场，西靠广州军事体育学院，北瞰火车东站站台及广园东路。
      威尼国际坐镇广州新城市中轴线，总占地面积近6000平方米，总建筑面积8.6万平方米，威尼国际地上部分共三十一层, 一、二层是商业功能, 三层架空层，四至三十一层为写字楼和酒店式公寓。项目总套数1218套。","['广州', '天河', '天河北', '威尼国际大厦']",(20000元/㎡),2019/8/22 15:35:37,13.00元/平米·月,高区(共31层),国际威尼大厦的可24写字楼自用皆宜,460,https://gz.office.fang.com/shou/3_241643314.html,威尼国际大厦简介威尼国际大厦分与纯写字楼两部分，写字楼部分气氛浓厚，环境舒适，同时也是天河北众多写字楼中性价比的一个写字楼楼盘，广州火车东站，交通便利。该大厦实行管理，服务到位，与富力盈力史丹尼、富力盈丰威尔斯、公园28、富力盈盛大厦等是广州为数不多的可的。 威尼国际大厦物业详尽威尼国际大厦地址：广州市天河区林和西路167号威尼国际大厦楼层分布：总楼层31层；1-2层为商场，3层为会所，4层以上为写字楼。威尼国际大厦实用率：70%威尼国际大厦楼底高度：写字楼：2.8米，2.9米威尼国际大厦电梯：13台高速日立电梯威尼国际大厦停车位：负1-负3层，固定车位1700元/月，非固定800/月，其他价格待定。 威尼国际大厦管理费：写字楼：13元/平方/月；：4.8元/平方/月 威尼国际大厦周边配套威尼国际大厦周边交通：地铁1号线、地铁3号线广州东站。威尼国际大厦周边餐饮：星巴克、麦当劳、必胜客欢乐餐厅、味千拉面等威尼国际大厦周边银行：渣打银行、招商银行、交通银行、广发银行等 威尼国际大厦优、缺点威尼国际大厦优点1、  威尼国际大厦位于林和西双，拥有便利的交通。周边餐饮、娱乐配套完善。2、  威尼国际大厦有3层地下停车场，停车位充足。威尼国际大厦缺点1、周边写字楼较多，上下班交通拥挤堵塞。,精装修(不可分割)
纯写字楼,甲级,208㎡,羊城国际商贸中心位于广州市体育东路，周边有地铁一号线、APM线。一至六层为商业裙楼，有中西式餐厅、银行、商务中心等，第七层设计为多功能会议厅、平台花园、商务会所及露天酒吧等。,"['广州', '天河', '体育中心', '羊城国际商贸中心']",(23000元/㎡),2019/8/29 11:45:45,18.00元/平米·月,高区(共36层),仅售2.3万，羊城商贸208方，三本证，交吉出售，产权清晰,478,https://gz.office.fang.com/shou/3_241824106.html,1、面积：208方（三套总面积）2、售价：2.3万每平3、物来费：18元业主急售，三个证，目前无租约，产权清晰，适合自用买家,精装修(可分割)
纯写字楼,甲级,205㎡,富力盈泰广场位于黄埔大道及猎德路交汇处，地处珠江新城，周遍商业气氛浓厚。项目占地14498㎡，总建筑面积135278㎡，由两栋25层塔楼组成，8000平方米生态广场。首3层是商业配套，4层以上是办公楼，户型面积由130㎡～2200㎡，开间灵活，可自由搭配。,"['广州', '天河', '珠江新城东', '富力盈泰广场']",(27000元/㎡),2019/9/4 20:02:01,20.00元/平米·月,低区(共41层),富力盈泰大厦出售 正对电梯口 豪华装修 带租约卖 7厘租金 急售,554,https://gz.office.fang.com/shou/3_242004767.html,富力盈泰大厦简介富力盈泰大厦位于珠江新城黄埔大道及猎德路交汇处，地处CBD核心，周边商业气氛浓厚，是富力地产珠江新城的重头戏。由两栋25层塔楼组成。首3层是黄埔大道品牌旗舰商业配套，4层以上是楼层，户型面积由130～2200㎡，开间灵活，可自由搭配。项目致力打造珠江新城超写字楼标准，邀请国际设计公司WOODS BAGOT担纲设计，采用独立计量的水源热泵式空调，24与国际接轨，3.95米空间环境舒适。富力盈泰大厦物业详尽富力盈泰大厦地址：广州市天河区黄埔大道100号富力盈泰大厦楼层：共25层，地下3层为停车场，－1楼管理处和车库，1－3层商业配套，4层以上为写字楼富力盈泰大厦实用率：72％富力盈泰大厦楼底高度：3.95米富力盈泰大厦电梯：客梯8台，货梯2台富力盈泰大厦停车位：649个车位，月租1900元/月（24），月租1200元/月（12，7：00-20：00），时租8元/富力盈泰大厦管理费：20元/平方/月富力盈泰大厦周边配套富力盈泰大厦周边交通：站：体育西路站、线路：三号线，一号线;公交车站：冼村路中、珠江新城、 天河城、 天河公交场总站、 体育东路、 冼村路北、 人民日报华南分社、 冼村、天河邮局、 金穗路等近五十多条公交路线; 客运站：广州东站汽车客运站，广州市锦汉天河大厦汽车客运站仅需30。富力盈泰大厦周边餐饮：名潮新观园、韦士拿西餐厅、红城堡西餐酒廊等富力盈泰大厦周边银行：工商银行、招商银行、建设银行、中国银行等富力盈泰大厦优、缺点富力盈泰大厦优点1、 交通便捷，周边配套、公交及大型客运站。2、 采用先进技术建造，。富力盈泰大厦缺点1、 绿化程度低，周边高层楼宇集中,精装修(不可分割)
毛坯(不可分割),甲级,236㎡,富力盈汇中心位于宝岗大道与同福中路交汇处。邻近海珠区委等政府机关。,"['广州', '海珠', '江南西', '富力金禧商务中心']",(20580元/㎡),2019/8/20 22:15:35,8.00元/平米·月,中区(共30层),『单位如图+富力金禧+老城区』租客准时交租,486,https://gz.office.fang.com/shou/3_241596913.html,,
纯写字楼,,237㎡,"中信广场共包括1幢80层办公楼、2幢38层附楼、4层商场裙楼及2层地下停车场。主楼高达391米，中信广场配备卫星天线，光纤通讯，中央冷气，后备电源，10,000条IDD和传真线路；34部进口日立高速升降电梯；地库设有2层停车场，车位超逾900个，办公室设施配套齐。","['广州', '天河', '天河北', '中信广场']",(26500元/㎡),2019/9/5 11:00:29,,高区(共9层),天河北地 标 中信广场 237方 售26500元,628,https://gz.office.fang.com/shou/3_242016116.html,本周推荐单位：中信广场	一.房源介绍：	『地址』：天河北233号	『楼层』：高层	『面积』：237㎡	『售价』：26500元	『物业费』：29元/㎡	『室内装修』：精装	『其他条件』：二手交易，产权清晰	『建议行业』：外贸、国企单位、银行、广告、律师、IT互联网或电子信息行业等	『交通』：地铁：3号线林和西站，多条公.交路线途经;本人负责越秀区，体育中.心、珠江新城、琶洲等写字楼租售，盘源真实充足，如果这个单位不适合贵公司，还有很多其它单位可以向您推荐，档次也有高中低的可以提供给您对比,精装修(不可分割)
纯写字楼,甲级,265㎡,富力盈信大厦位于珠江新城华夏路，毗邻黄埔大道，北邻体育西商业和生活区。项目东侧紧邻珠江新城。富力盈信大厦设计为41层建筑，楼高达167米，总建筑面积约12.1万平方米，配备地下4层车库、661个车位。大厦标准层面积约2300㎡左右，户型面积121—351㎡，间隔方正实用。,"['广州', '天河', '珠江新城西', '富力盈信大厦']",(34000元/㎡),2019/8/15 10:55:35,24.00元/平米·月,低区(共41层),富力盈信 低于市场1万元 3..4万一方 接近成本价出售,901,https://gz.office.fang.com/shou/3_241439667.html,珠江新城富力盈信大厦265平米，业主急售34000实收，业主接近价格出手。业主低税费。可交吉出售。阿，笋盘,精装修(可分割)
毛坯(不可分割),甲级,201㎡,1997年初，新大新东山广场隆重开业。这里毗邻环市路高级写字楼群，具备良好的商业基础和文化氛围。,"['广州', '越秀', '东山', '东山广场']",(19520元/㎡),2019/8/29 12:03:27,28.00元/平米·月,中区(共42层),东山广场210方 2万/方 精装修 格局方正 价格可谈,392,https://gz.office.fang.com/shou/3_241825018.html,,
纯写字楼,甲级,264㎡,富力盈信大厦位于珠江新城华夏路，毗邻黄埔大道，北邻体育西商业和生活区。项目东侧紧邻珠江新城。富力盈信大厦设计为41层建筑，楼高达167米，总建筑面积约12.1万平方米，配备地下4层车库、661个车位。大厦标准层面积约2300㎡左右，户型面积121—351㎡，间隔方正实用。,"['广州', '天河', '珠江新城西', '富力盈信大厦']",(32000元/㎡),2019/8/22 10:40:58,24.00元/平米·月,低区(共41层),低于市场价出售 珠江新城 富力盈信大厦 各付各税,845,https://gz.office.fang.com/shou/3_241632226.html,"富力盈信大厦地处CBD中轴线核心区位,毗邻城市交通动脉黄埔大道,北邻体育西成熟商业和生活区,地理位置得天独厚。项目东侧珠江新城中轴线,视野极为开阔,俯揽近20万㎡绿化广场,坐拥CBD为*的景观资源。室内交楼标准由参与国家游泳中心（”水立方”）设计的*澳洲设计公司WOODS BAGOT主笔,标准层装修豪华, *级智能化管理系统将让大厦充分展露“安全、舒适、高效、节能”的国际端商厦标准。【面积】：264方【单价】：32000元各付各税【税费】：3%契税【管理费】：24元【单元介绍】：中层单元，面积265方 ，两套物业打通，户型方正，带租约，业主缺钱急售32000元各付，买家只需要承当3%契税，个人物业，产权清晰，看楼方便。本人专业做广州商业写字楼的租售，如以上的房源信息不适合，或需要了解详细房源信息，可以进入我的个人店铺参观房源，我这里还有很多广州写字楼房源信息，会竭尽帮你解决和专业的帮你分析问题，保证房源真实！并在此感谢您观看我的房源信息，祝您早日找到合适的写字楼，生意兴隆！生活愉快！",精装修(可分割)
