,locations
10235,小型醉葩胡同
10236,西王佐中心村
10237,霸州市政府
10238,李渠
10239,宫门口社区
10240,北章
10241,南定福
10242,超市
10243,龙泉务南口
10244,玉渡山路口
10245,温泉花园A区社区
10246,地铁巴沟站
10247,榆垡村
10248,兴隆家园南区
10249,密云技术监督局
10250,京包路北站
10251,通深散热器厂
10252,小开岭村
10253,施家胡同
10254,雍和宫桥东
10255,西里河
10256,小川淀
10257,淤白村
10258,南各庄桥南
10259,美人胡同
10260,大辛庄村
10261,和平西桥南
10262,史村
10263,蒋养房社区
10264,支楼路口
10265,王辛庄村
10266,蓝家营村
10267,黑汉岭
10268,西马坡小区
10269,庆国寺小学
10270,八宝庄
10271,福寿里
10272,头司村
10273,令公牌楼
10274,窦店村南
10275,前野厂村
10276,南庭新苑南区
10277,玉海园五里社区
10278,港馨家园北站
10279,北京戏曲学校
10280,大沙果胡同
10281,太师庄村
10282,家具厂
10283,窦店卫生院
10284,八角南路
10285,西北门村
10286,南太务村
10287,常营北路东口
10288,白浮
10289,城南嘉园
10290,后吕庄
10291,城铁西直门站
10292,蒙牛乳业
10293,园区管委会
10294,良乡南关路口
10295,垃圾处理厂
10296,二道关牌楼南
10297,小苏州胡同
10298,红房子路口南
10299,定辛庄西队村
10300,国润家园
10301,马官营南路
10302,翠微南里
10303,西白辛庄村
10304,皇亭子
10305,六里桥北
10306,姜庄子
10307,大城子派出所
10308,三友化工厂
10309,月亮湾
10310,朱毛胡同
10311,讲礼村
10312,格拉斯小镇
10313,草房西路南口
10314,焦庄村东
10315,太平桥南里社区
10316,旗舰西门
10317,四合堂
10318,永宁镇社区
10319,团忠路口
10320,夏县营村
10321,上庄镇
10322,木林镇马坊
10323,梯子
10324,太平桥西里社区
10325,瀚林学院
10326,定慧北里第一社区
10327,上苑村
10328,十北社区
10329,双星桥东
10330,朝阳公园桥南
10331,苏庄煤站
10332,下郝庄
10333,华糖大酒店
10334,景山东街社区
10335,旱河路南
10336,先农坛
10337,刘店乡政府
10338,平安里路口东
10339,西王化营村
10340,榆垡镇
10341,紫竹院社区
10342,下东廓村
10343,东华山村
10344,新街口西里三区社区
10345,银地社区
10346,王佐镇
10347,东玉河村
10348,哑巴胡同
10349,悦秀路
10350,炒米店村
10351,荆梢店
10352,清华附中
10353,不老屯村委会
10354,织柒局
10355,马桩胡同
10356,北苑路口东
10357,万岭
10358,千佛寺胡同
10359,丰台站
10360,罗贤胡同
10361,净二社区
10362,林校路街道
10363,中国强胡同
10364,德茂社区
10365,圆明园东门
10366,中医院
10367,曹庄村
10368,南辛房村
10369,史东仪村
10370,东扬茅胡同
10371,谢辛庄村
10372,长阳半岛南
10373,留民营西
10374,孙栅子村
10375,二拨子村委会
10376,北坞村
10377,邢各庄南站
10378,华威北里社区
10379,薛庄
10380,泰和一街东口
10381,城关街道办事处
10382,马坡花园南
10383,近卫军街
10384,学堂后身
10385,五侯路口
10386,京西八齐洞
10387,上峪
10388,香屯村
10389,庄户台西
10390,后沟
10391,河奎村
10392,李两河村
10393,榆垡镇政府
10394,瑞晶苑小区
10395,高碑店乡
10396,三无庵
10397,十里庄
10398,北河沿
10399,张泉
10400,三河庄村
10401,长阳环岛北
10402,三间房村委会
10403,鲁家滩村口
10404,东城三里河
10405,下坡店村
10406,八里庄东里社区
10407,慈慧殿
10408,大灰店
10409,育慧西里社区
10410,延庆公安局
10411,沙子营村南
10412,新华联锦园
10413,蒋家胡同
10414,东槐里胡同
10415,中央党校社区
10416,北仪阁村
10417,北四位村
10418,钟楼北桥北
10419,蒋各庄村
10420,药王庙前街
10421,外交部培训中心
10422,北新华街社区
10423,教场
10424,田村半壁店南
10425,龙兴园
10426,夏各庄镇
10427,宝云岭墓园
10428,地铁稻田站西
10429,界牌
10430,龙乡菀
10431,后红井胡同
10432,珍珠泉
10433,群星路西口
10434,垃圾处理场
10435,竹杆胡同
10436,费家坟村
10437,天通苑东大门
10438,玉璟园
10439,金泰丽富嘉园
10440,六圈
10441,香村营西站
10442,佛子庄乡白草洼
10443,雁户庄村
10444,山嘴
10445,南广阳城村
10446,石园南区
10447,尹家府中学
10448,大岭沟新村
10449,地铁西红门站
10450,双磨村
10451,长阳路口
10452,经开创业园
10453,南大街
10454,南皋西站
10455,天秀古月园社区
10456,南晓顺胡同
10457,灜海路口北
10458,高教园中街东口
10459,朝阳一站
10460,教军厂
10461,熊儿寨乡
10462,馨港庄园大门
10463,台湖西街
10464,小庙
10465,梅所屯
10466,南石骆驼
10467,定慧寺南
10468,北河村村委会
10469,穆家峪镇
10470,李家庄路口
10471,经海三路
10472,清景园南门
10473,官地村
10474,望福园村
10475,长桥园居委会
10476,科星社区
10477,四季青敬老院
10478,南曹营
10479,西红门西站
10480,清泉铺
10481,狮子营家园
10482,十八里店南桥西
10483,曙光里南口
10484,龙山村
10485,六道河村
10486,南刘庄
10487,房山第一医院
10488,思邈路
10489,崔村二里社区
10490,西恒河村
10491,紫南家园社区
10492,河滩路口东
10493,军营道口
10494,黑水湾路口
10495,高岭市场
10496,小锅火村
10497,房山北关北
10498,车辇店胡同
10499,顺黄路东口
10500,燕城苑路口南
10501,长哨营村
10502,小观胡同
10503,草桥村
10504,上地南路
10505,周营
10506,南香峪
10507,高里掌
10508,张中坞村
10509,碓石口
10510,大苑村
10511,平各庄路口
10512,三山园社区
10513,八棵杨社区
10514,百善北口
10515,檀峪村
10516,何纸马胡同
10517,北京地坛公园
10518,樱桃沟村
10519,统军庄西路口
10520,双桥农场西站
10521,后椅子胡同
10522,小拐棒胡同
10523,良善庄新村
10524,白浮泉中路
10525,半壁街社区
10526,宝山镇
10527,通惠家园居委会
10528,田府村
10529,长林庄村
10530,东教场
10531,珠江逸景家园
10532,苗圃西里社区
10533,三福庄村
10534,南门仓社区
10535,天开寺景区
10536,能仁胡同社区
10537,坦克博物馆
10538,莲石东路西口
10539,南辛房
10540,振福后街
10541,养鱼池
10542,小龙门
10543,桥湾
10544,水库南口
10545,大市新胡同
10546,福兴家园社区
10547,菜树店村
10548,廊房二条
10549,永昌北路南口
10550,大灰厂路口
10551,玉海园一里社区
10552,前银子村
10553,南彩村
10554,二道河东沟
10555,燕化前进副食商场
10556,二圣庙
10557,程各庄加油站
10558,转山子
10559,二道关南牌楼
10560,科煦社区
10561,缎库胡同
10562,东辛庄村
10563,水郡长安小区
10564,白杨东路
10565,顺四条
10566,白家疃西口
10567,宝林寺村
10568,中路北社区
10569,密云车站路
10570,白塔
10571,笃庆堂
10572,古城村南口
10573,大唐庄
10574,太月园社区
10575,杨闸环岛西
10576,柏兴胡同
10577,四街村
10578,十三中中学
10579,大纱帽胡同
10580,王各庄路口
10581,双桥南村
10582,西城三里河
10583,开放东路
10584,双晨社区
10585,东方化工厂南门
10586,兴房东里社区
10587,龙腾园四区东南门
10588,昌平麦庄
10589,天下第一城
10590,柳河沟
10591,小三块石
10592,横桥村南
10593,三塔寺
10594,大东流苗圃
10595,人民大学
10596,大经厂胡同
10597,窑洼湖桥东
10598,夹道居胡同
10599,稻地村
10600,购物中心
10601,北京京北职业技术学院
10602,东一村社区
10603,曹辛庄
10604,博达国际交流中心
10605,汾庄
10606,玉泉西街
10607,小韩庄
10608,大郊亭
10609,安东庄
10610,东华门街道
10611,羊角灯胡同
10612,贾山
10613,燕山水泥厂
10614,新白庙村
10615,郑家磨路口
10616,猴尾巴胡同
10617,望京桥西
10618,金顶街三区
10619,北京色织厂
10620,峪口南营
10621,大修厂
10622,槐树岭公交总站
10623,豆各庄地区
10624,樱桃村
10625,松各庄村
10626,将台路口东站
10627,玉桥东里社区
10628,神堂峪
10629,兴盛村
10630,前进副食
10631,南烟筒胡同
10632,八仙庄南大街
10633,玉石胡同
10634,六郎庄
10635,过街楼
10636,红林村
10637,奥体东门
10638,龙兴园北门
10639,红庙
10640,侉店村
10641,龙腾苑二区东门
10642,唐家村
10643,红联北村社区
10644,嘉华中学
10645,兵部洼
10646,忻州营村
10647,四惠
10648,开发区南环岛
10649,姚家园西里中路
10650,马驹桥北南口
10651,马池口工商所
10652,时刻亮胡同
10653,海清北路东口
10654,嘉寓集团
10655,南玲珑巷社区
10656,怡乐中街
10657,六里桥东
10658,磁家务
10659,中纺社区
10660,密云南菜园市场
10661,河口路口
10662,地铁俸伯站
10663,青云市场
10664,密云西单电器
10665,梨花园居委会
10666,外交学院
10667,敬老院
10668,苹果园二区社区
10669,环坨子
10670,史庄村
10671,玉泉西街南口
10672,乔波滑雪场
10673,前焦家坞
10674,黄石坎
10675,百顺社区
10676,金隅学校
10677,花家地
10678,松棚站
10679,汇源宿舍
10680,怀柔石厂环岛
10681,春雨胡同
10682,太平家园
10683,液化气站
10684,二号沟门
10685,福兴
10686,南孝顺胡同
10687,北京劳动人民文化宫
10688,肖林村北
10689,北京朝来农艺园
10690,三义庙
10691,依翠园北社区
10692,梨村路口
10693,窑坡
10694,北京汇佳职业学院
10695,南新村北口
10696,大兴定福庄南站
10697,白家楼
10698,松榆里
10699,物资学院南口
10700,北京邮电大学
10701,永泰庄村
10702,靛厂锦园
10703,枣园地铁
10704,万科花园
10705,西福村社区
10706,西南研垡村西
10707,西赵各庄
10708,理工睿府
10709,贵门关
10710,长陵村
10711,润杰经典小区
10712,神牛路南口
10713,林河开发区中街
10714,高丽营镇
10715,世纪村
10716,返回岭路口
10717,武圣东里社区
10718,湿井胡同
10719,健德门桥东
10720,苗营
10721,顺义隆华
10722,芳城东里社区
10723,大星胡同
10724,三福村
10725,柴梨沟
10726,皇泉寺村
10727,前泥洼胡同
10728,东山村
10729,研发路口
10730,洋桥东
10731,潘家马房
10732,石门营村
10733,蔡家大门
10734,南口袋胡同
10735,十六局工程处居委会
10736,广安门外街道
10737,羊皮市
10738,科创十四街
10739,北泰乐
10740,河口新村
10741,马场
10742,稻香湖桥西
10743,李各庄村
10744,石城镇
10745,报子胡同
10746,草厂村
10747,三利工业园
10748,兴盛南路
10749,花园桥东
10750,泰陵园村
10751,宝城客运
10752,岗山路
10753,黄土坎村
10754,新华营
10755,前广平库
10756,龙腾苑四区东南门
10757,北白岩村
10758,昌平西营村东
10759,管委会宿舍
10760,南定福庄
10761,皇后店
10762,顾家庄南
10763,八仙村
10764,郁花园一里
10765,东庄三站
10766,小岭
10767,密云机床所
10768,花家地社区
10769,行宫南门路口
10770,兴寿大桥
10771,张山营镇社区
10772,丑山子大队
10773,小市胡同
10774,西下营村中
10775,南堤寺西村
10776,石景山医院社区
10777,水仙西路北口
10778,龙门台村
10779,龙潭沟村
10780,联庄村
10781,新鲜社区
10782,西教场
10783,巴沟村公交场站
10784,东风木头岭社区
10785,瑞和
10786,长政南街
10787,三路居
10788,八道河村
10789,西钓鱼台
10790,康安社区
10791,北孙各庄村
10792,聂家峪村
10793,赶河
10794,西关
10795,地铁角门西站
10796,驴房村北口
10797,图壁厂胡同
10798,井儿胡同
10799,后坨村
10800,朝阳医院分院
10801,丰台南路
10802,黎明村
10803,南菜园北二区
10804,东北台村
10805,大黄木厂村
10806,万亩梨花庄园
10807,汤河口镇
10808,轴承厂
10809,二龙路南口
10810,岔子胡同
10811,紫运园
10812,东定安
10813,新丰路北口
10814,十里河居然之家
10815,流星花园北门
10816,孙王场村
10817,仓上村
10818,风芳园
10819,门头村
10820,马池口村西
10821,云岗北区
10822,竹园社区
10823,科技大厦
10824,大黑垡村
10825,山川
10826,民丰胡同
10827,姚家园西里
10828,新兴东社区
10829,贺村村
10830,宋庄路第二社区
10831,新源里
10832,吴家场铁路号社区
10833,新桥胡同
10834,魏家坟村
10835,亚运村街道
10836,地铁育知路站
10837,牛栏山
10838,通州小屯
10839,二街坊东社区
10840,通州成教中心
10841,花园宫胡同
10842,长沟峪煤矿社区
10843,东长沟
10844,斧钺司营
10845,罗奇营东
10846,香村营西口
10847,双泉堡东
10848,东榆林
10849,枣园东里小区
10850,安乐林
10851,沿河城村
10852,樱花园西街
10853,军屯
10854,大石岭北站
10855,苏庄中路
10856,天桥街道
10857,民族园西路
10858,小卖部
10859,晓幼营
10860,枫桥别墅
10861,韩村河镇
10862,亭子庄
10863,黑桥村东口
10864,小关社区
10865,南花园东口
10866,安成家胡同
10867,塔照村委会
10868,土营
10869,南提
10870,同仁医院亦庄分院北
10871,四家庄小学
10872,柳芳
10873,白庄子村
10874,样板小区
10875,小营东站
10876,石府社区
10877,房山购物中心
10878,京东运乔建材城
10879,三亩园
10880,天通北苑三区南
10881,栖凤楼
10882,金沟河路东口
10883,潘家园东路
10884,柏福路口
10885,东馨园社区
10886,沙峪镇政府
10887,世界公园
10888,良乡轧花厂
10889,莫奈花园小区
10890,羊毛市胡同
10891,西土地庙
10892,前辛房村
10893,检查站
10894,六号院社区
10895,后厂村委会
10896,京东方
10897,燕山
10898,北野场桥洞
10899,紫云山
10900,圆明园南门
10901,北正
10902,方城市场
10903,云佛度假村
10904,南小街二村
10905,马务三队
10906,下奶山
10907,西邵渠砖厂
10908,远大路西口
10909,北营房
10910,老抗峪
10911,温泉村
10912,黄松峪
10913,上王峪村
10914,李天路口
10915,黄寺大街西口
10916,横街子村
10917,四马台
10918,罗圈胡同
10919,上地街道
10920,木燕路口
10921,枣林庄小学
10922,达教胡同
10923,塘子东
10924,北坞村西站
10925,边庄子
10926,北黄土坡
10927,阳坡地二站
10928,北京机械厂
10929,禅房村
10930,育龙家园
10931,狼窝
10932,沿湖社区
10933,北京南礼士路公园
10934,白鹿司
10935,水上公园
10936,凉水河二街
10937,中国信息大学
10938,老庄户村
10939,磨房南里社区
10940,水泉总站
10941,大豆各庄村
10942,宝山寺村
10943,牛坊村
10944,西文昌胡同
10945,军屯村
10946,杨庄路
10947,常营第一村
10948,未来科技城
10949,高两河村
10950,中大屯村
10951,天通北苑一区
10952,水梦园
10953,小坝洼庄村
10954,后南仓
10955,部队家委会
10956,天华西路
10957,李庄东口
10958,延庆上辛庄
10959,拴马庄村
10960,黄村路北口
10961,玉桥南里社区
10962,回龙观东站
10963,大韩继村路口
10964,兴怀大街东口
10965,大峪中学
10966,东海洪
10967,黑塔胡同
10968,西龙湾
10969,中关园社区
10970,顺鑫澜庭
10971,安辛店
10972,黄土坑
10973,西王路
10974,后九条
10975,苏庄桥
10976,狮子营
10977,羊房
10978,水树峪村
10979,河南
10980,马家店
10981,四方桥西
10982,钟声社区
10983,后百户庙
10984,郝庄子南
10985,瓷器口
10986,朝来家园东区
10987,马连道社区
10988,政府站
10989,滨河东里社区
10990,台湖中学
10991,崇国庄西
10992,怀柔法院
10993,石羊胡同
10994,槐树院
10995,东晓市社区
10996,望泉桥东
10997,燕化星城三里
10998,大王庄村
10999,码头
11000,大望路
11001,新海小区
11002,武学胡同
11003,孙家村南
11004,柏福
11005,上水峪村
11006,商周遗址
11007,建新二队
11008,春曦园小区
11009,对台
11010,怀北庄
11011,刘家店村
11012,东堂子社区
11013,红山口
11014,赵庄子
11015,平房
11016,前平房
11017,学院胡同
11018,西罗园第一社区
11019,龙家务路口
11020,大辛寨村
11021,头司
11022,于管营
11023,坨头
11024,井峪
11025,隆源工业小区
11026,望宝川
11027,下水沟
11028,大中富乐村
11029,西四路口南
11030,白云桥南
11031,大锅火村
11032,吴家村
11033,石园中路
11034,拴马庄村东
11035,灵秀山庄
11036,天富大街东
11037,东智村
11038,大石窝镇下庄
11039,首院胡同
11040,北正西
11041,蓬莱苑
11042,7号线
11043,大柳树村
11044,西庄
11045,保峪岭村
11046,李家窑村
11047,小河屯村
11048,雕窝大队
11049,昌平胡庄
11050,利民街口
11051,二十三厂
11052,东大桥东站
11053,西坨村
11054,和平家园社区
11055,白将军居委会
11056,诸葛营北口
11057,九州溪雅苑
11058,怪村
11059,宛平城晓月苑社区
11060,东新开路
11061,大周各庄西
11062,西辛社区
11063,新开路胡同
11064,友谊大桥东
11065,平谷岳各庄环岛
11066,滑石道村
11067,安宁庄前街西口
11068,磨盘院
11069,高义伯胡同
11070,文化营村
11071,老菜街
11072,梅沟营
11073,通州凤港基地
11074,张山营
11075,海关西园社区
11076,宝林寺
11077,东石桥
11078,东三旗
11079,大刘各庄村
11080,天福园社区
11081,大邓各庄
11082,青春路小区
11083,七星路南口
11084,大鲁店东街
11085,运河管理处
11086,核情报所社区
11087,东白疃村
11088,成人职高
11089,内官庄村
11090,新潮嘉园三区
11091,秦城路口
11092,铸钟胡同
11093,石河营建材城
11094,安定门外
11095,郁花园社区
11096,昌平北邵洼
11097,花石匠东
11098,琉璃庙村
11099,板肠胡同
11100,豆各庄乡水电站
11101,马庄临时站
11102,五道营社区
11103,陶然亭公园
11104,密云河北庄北
11105,金六环
11106,后鲁各庄村
11107,北京奥林匹克花园
11108,银丝胡同
11109,晓教胡同
11110,蒋养房
11111,大皮营一村
11112,三十亩地村
11113,第四村
11114,杨坨
11115,十三里
11116,五塔寺社区
11117,建兴社区
11118,八角西街北口
11119,大甜水井胡同
11120,团河村东口
11121,汤河口隧洞
11122,南官庄工业园区
11123,昌平交通局
11124,鼓楼街道
11125,河北居委会
11126,冯家营
11127,朝东社区
11128,西白岱村
11129,红领巾桥北
11130,桥梓铁路道口
11131,西集镇安辛庄
11132,贾家园
11133,平西王府路口南
11134,细管胡同
11135,北务村
11136,康各庄村
11137,阳光
11138,博兴一路中路
11139,莲花池村
11140,桑圆
11141,万象新天三区
11142,怀柔剧场
11143,北屯村
11144,安定灯岗
11145,水道子胡同
11146,甘家口社区
11147,老庄子村
11148,西张华村
11149,航天城
11150,北土城
11151,花园路街道
11152,兴隆街社区
11153,庄头
11154,良乡佳仕园
11155,北七家工业园区
11156,高米店西站
11157,岳各庄西站
11158,杜辛庄
11159,西壁营胡同
11160,东大院
11161,法院
11162,大韩继
11163,四季屯村
11164,罗汉石
11165,五福堂
11166,厂居委会
11167,大马神庙
11168,龙泽城铁站
11169,周家庄路西口
11170,小桥
11171,臊达子营
11172,啤酒厂加油站
11173,刘斌堡东站
11174,车道峪大队
11175,真二区社区
11176,青年路小区南站
11177,马合店
11178,季庄村
11179,玉海园三里社区
11180,西马坊东
11181,小半截胡同
11182,下长子营村
11183,南半截胡同
11184,栾敬胡同
11185,滨河西里北区
11186,田仙峪
11187,南小庄
11188,观马胡同
11189,下营村
11190,大窦桥
11191,南里社区
11192,迎风坡村
11193,高家梁
11194,枫桦社区
11195,张公垡
11196,绿岗国际
11197,于家务西口
11198,东辛房街道
11199,东尹
11200,下苇甸桥
11201,后缨子胡同
11202,虎峪自然风景区
11203,南台浴池
11204,五棵松桥西
11205,半壁店新村
11206,腊库胡同
11207,新立屯
11208,龙腾苑一区路口西
11209,宁家湾
11210,四各庄村南
11211,四顷三村
11212,赵家洼村
11213,通州王庄
11214,菠萝仓社区
11215,后拐棒胡同
11216,石景山雕塑公园
11217,龙跃苑
11218,屯马察院胡同
11219,东梨园村
11220,班各庄
11221,军训基地
11222,北京站口西
11223,凉果厂
11224,南阳路口
11225,小屯路口
11226,保安寺街
11227,东沿头
11228,柴厂屯村
11229,西马坊东站
11230,云佛山
11231,侯庄西
11232,白家庄北
11233,黄村老街
11234,四道穴村
11235,北牌坊胡同
11236,小施兴胡同
11237,东方化工厂
11238,石油大院社区
11239,临河里地铁
11240,安乐村
11241,石窝村
11242,榆林庄村
11243,青林台村
11244,永定路南口
11245,马安村
11246,小吉祥
11247,通州北关桥
11248,吉羊村
11249,四海庄三村
11250,马定大人胡同
11251,杜家坎社区
11252,大栅栏街道
11253,东南章村
11254,河南村东
11255,融景城南门
11256,榆树湾村
11257,滨河粮站路口
11258,桑普工业园
11259,金华园社区
11260,北许场新村
11261,冯庄村
11262,良正卷村
11263,阳光波尔多
11264,陈各庄路口
11265,东牛角峪路口
11266,南海家园三里
11267,赵营
11268,大兴大羊坊
11269,王平地区
11270,富国里社区
11271,意华田园
11272,刘店桥头站
11273,张坊中学
11274,青云店东口
11275,西街社区
11276,东马尾帽胡同
11277,天福超市
11278,社教中心
11279,星城第五社区
11280,北人
11281,八角北路
11282,百子胡同
11283,五环家具城
11284,大屯北路
11285,润西山小区
11286,玉带胡同
11287,牛王庙村
11288,碾儿胡同
11289,大小邓
11290,四道河村
11291,金鱼胡同
11292,北京演艺学院
11293,龙洋村
11294,大柳树环岛北
11295,遂安伯
11296,祖家街
11297,楼梓庄路口南
11298,安装大厦
11299,中赵甫村
11300,蜈蚣卫
11301,双峪社区
11302,五爱屯西街
11303,局子胡同
11304,九渡村
11305,石槽
11306,双马桩胡同
11307,马辛庄东
11308,东方太阳城北门
11309,北宅村
11310,三孔桥
11311,首邑上城小区
11312,鼓楼南大街
11313,西太平街社区
11314,八里桥村
11315,罗家大院
11316,地铁常营站
11317,尖岩村
11318,东府
11319,鲁班馆
11320,留民营
11321,沙河西
11322,广安门内街道
11323,五棵松公交站
11324,东邵渠电管站
11325,山老儿胡同
11326,燕化大修厂
11327,诚实胡同
11328,前铁社区
11329,上地佳园社区
11330,北七家村
11331,豆嘴胡同
11332,天竺
11333,公益西桥东
11334,中央戏剧学院
11335,北京杂技团
11336,南张岱
11337,东北旺北
11338,泉雨
11339,大乘胡同社区
11340,东巡捕厅
11341,垡头南站
11342,蔡家沟
11343,五路
11344,东太平街社区
11345,昌平三中路口
11346,影剧院
11347,蒲安里第一社区
11348,顺兴街北
11349,城铁高教园站
11350,六营门社区
11351,劲松桥西
11352,五号井居委会
11353,北车营西
11354,城铁通州北苑站
11355,公司总站
11356,钥匙头
11357,云趣园三区北门
11358,万盛北里小区
11359,老山西里社区
11360,西沙窝北口
11361,外文印刷厂
11362,天通苑环岛北站
11363,北石渠村
11364,郑家台西
11365,欣园小区东
11366,南园子村
11367,大地港
11368,李家务
11369,企胜路口
11370,揽秀南大街
11371,卢沟新桥
11372,润枫领尚小区
11373,尹各庄西口
11374,客家庄村
11375,京都府驾校
11376,西黄垡村
11377,公路局
11378,后营胡同
11379,平谷汽车站
11380,槐树大院
11381,庙峪
11382,华林苑
11383,燕家台村
11384,兴礼村东
11385,粉子胡同
11386,八宝庄社区
11387,范子平胡同
11388,芦永路口
11389,和平门社区
11390,前晏子
11391,京地公司
11392,永安小区
11393,南红门村
11394,镇医院
11395,常营民族家园
11396,客家庄
11397,延庆一中
11398,柏阳景园小区
11399,大铜井
11400,密云沙河小学
11401,官牛坊村
11402,大东流
11403,大坝洼庄
11404,龙华园南区
11405,白房子西站
11406,裕龙六区社区
11407,大北窑西
11408,宁家湾村
11409,月季文化园西站
11410,花港
11411,兴政西里社区
11412,南宅庄户
11413,光大家园社区
11414,泰河园五里
11415,南篦子胡同
11416,八家
11417,青春苑社区
11418,炼油厂
11419,果园小区
11420,苏州社区
11421,燕栖镇
11422,康庄镇社区
11423,南义堂
11424,粱家铺
11425,京煤集团化工厂社区
11426,康营东路
11427,涝洼
11428,履磕村
11429,河南辛庄村
11430,水泉沟村
11431,上甸子村
11432,西直河北口
11433,翠园社区
11434,霍营小区西区
11435,小高丽
11436,东北旺土井村
11437,西门路口东
11438,赵家场
11439,石园小区
11440,燕山火车站
11441,雍和宫
11442,大厂回民一中
11443,西罗园第三社区
11444,朱家岗村
11445,胡家园社区
11446,三元庵胡同
11447,北太平路口
11448,牛栏山一中实验学校
11449,朱辛庄新区西
11450,青塔
11451,西峰寺社区
11452,金盏地区
11453,帅府园
11454,三座庵村
11455,青云店二村一村
11456,峪口兵营
11457,前髻山站
11458,北车营七队
11459,杨家台
11460,白房子东站
11461,王家台
11462,北房村
11463,地调所
11464,平房乡
11465,丰盛
11466,大李纱帽胡同
11467,角门北路东口
11468,顺义南彩汽车站
11469,北郊医院
11470,大耳胡同
11471,密云鼓楼灯岗
11472,定泗桥东站
11473,北河村
11474,下坡屯
11475,大峡谷
11476,西羊坊村
11477,西环北站
11478,北顿垡南口
11479,新三余村
11480,王各庄西口
11481,绵长胡同
11482,星河皓月北
11483,双龙峡
11484,康安小区东门
11485,昌平手表厂
11486,化庄南
11487,吕家湾村
11488,平谷大牌楼
11489,杨家峪村
11490,四合庄
11491,房山区政府第二办公区
11492,光泽胡同
11493,双槐树路南口
11494,宋姑娘胡同
11495,龙跃苑一区西南门
11496,马连店村
11497,曹章村
11498,密云钓鱼台
11499,钟家营
11500,关东店北街东口
11501,东白岩站
11502,投资广场
11503,首都机场1号航站楼
11504,姜庄湖
11505,东枣林庄村
11506,安定古桑园
11507,良乡吴庄
11508,燕平家园小区
11509,邓庄路口
11510,东大胡同
11511,林校北里社区
11512,豆各庄路口北
11513,榆垡开发区东站
11514,邢家坞路口
11515,夏庄社区
11516,北小营
11517,笃庆堂村
11518,大脚胡同
11519,后赵家楼胡同
11520,西普公司
11521,西红门北站
11522,天宫院小区
11523,泗上古城村
11524,房山焦庄
11525,香河园北里社区
11526,密云果园北区
11527,观音寺南里社区
11528,大林公司
11529,马坡二区
11530,商业广场
11531,北京联合大学
11532,娘娘庙
11533,八仙庄北大街
11534,红星北里社区
11535,大庄户北口
11536,电信局社区
11537,西大庄科
11538,张湾
11539,渠头镇
11540,前缨子胡同
11541,顺丰大街西
11542,大灰店村
11543,正阳桥北
11544,富丰园社区
11545,新兴家园社区
11546,于家园村
11547,三渡河车站
11548,广顺北大街
11549,木林中学
11550,顺义陈各庄
11551,官地
11552,黄营
11553,许家务
11554,埝坛工业开发区
11555,科学城第二社区
11556,双峪环岛西
11557,东村村东
11558,密云李各庄
11559,北京射击场
11560,溜石港村
11561,上园路北口
11562,马辛庄南
11563,卫星队村
11564,燕丹路南口
11565,垡头市场
11566,兴惠艺术园区
11567,西里社区
11568,中科院地理所
11569,兴昌家苑
11570,中央民族大学
11571,风雅园
11572,郑家庄村
11573,校尉营
11574,东南章
11575,溪翁庄村
11576,良庄路口
11577,西轿杆
11578,龙潭沟
11579,莲花潭路口
11580,康庄
11581,东邵渠镇政府
11582,李四官庄村
11583,张湾兽医站
11584,天坛南门
11585,中国农具博物馆
11586,朝新嘉园
11587,行宫小区南门
11588,统军庄新路口
11589,闫家营村
11590,北良各庄
11591,通州杨庄北口
11592,生物医药基地管委会
11593,双兴苑小区
11594,小报房胡同
11595,柏树庄村
11596,通条胡同
11597,永宁寺
11598,北务市场
11599,北军营村
11600,西黄梁
11601,柏崖厂村
11602,地铁良乡大学城
11603,五里沟
11604,天通苑北一区
11605,大西洋新城南门
11606,聂庄
11607,平谷区政府
11608,海墙夹道
11609,方庄北口
11610,张湾村东口
11611,东下营村
11612,望京西园二区
11613,北五老胡同
11614,高坡胡同
11615,鼎盛街
11616,司家营村
11617,界碑石
11618,北井儿胡同
11619,海逸酒店
11620,北竹杆胡同
11621,留士庄村
11622,十里堡
11623,岳家营村
11624,依翠园
11625,平坊路口
11626,松树街社区
11627,地铁天通苑北站南
11628,团结
11629,学知桥南
11630,太子墓
11631,土儿胡同
11632,常家营村委会
11633,朝西社区
11634,东周各庄村
11635,大厂文教局
11636,穆家峪路口
11637,随园小区
11638,流村新村
11639,八仙庄
11640,松山路口
11641,塔台
11642,北台
11643,八达岭古长城
11644,毛窝胡同
11645,中庄村
11646,大盆胡同
11647,马头庄
11648,矿务局小区
11649,南沙滩
11650,西黄村
11651,新风中直社区
11652,通州中医医院
11653,超导科技
11654,燕郊火车站
11655,百子湾家园
11656,小街
11657,西黄垡
11658,灯笼库
11659,峪口农行站
11660,丽都饭店
11661,角门东
11662,周家井
11663,西小口路口北
11664,南湖中园第一居委会
11665,世界花卉大观园
11666,中粮丰通
11667,北亚花园路口
11668,梨树沟村
11669,珍珠湖路口
11670,北京八十中学东门
11671,大外廊营胡同
11672,二号站
11673,青龙湖路口
11674,东永和屯
11675,西辛力屯
11676,琉河三街
11677,石景山高井
11678,同义庄
11679,德外社区
11680,帮水峪村
11681,芦城南口
11682,新农村中学
11683,天通苑西一区
11684,南火垡北口
11685,校顺弓营
11686,菓岭东站
11687,石城镇政府
11688,霍营乡水务局
