cenggao,floor,function_list,jianzhumianji,jinshen,location,loupandizhi,loupanmingcheng,miankuan,release_date,service_price,shangpu_type,shifoufenge,shihejingying,titile,total_price,url,zhuangxiu,shiyongmianji,location_coords,city
6.00米,第1层(共1层),"网络,停车位,上水,下水,可明火,排烟,排污",65㎡,15.00米,"龙华区,龙华,万科金域华府",龙华新城金龙路与新区大道交汇处东北角,万科金域华府,5.00米,2019/8/24 15:37:15,2.80元/㎡·月,住宅底商,是,"生活服务,美容美发,餐饮美食,休闲娱乐",龙华正地/铁口餐饮铺 临小区大门口 业主诚售,580万,https://sz.shop.fang.com/shou/3_221152328.html,精装修,,"114.043546,22.599186",深圳
5.10米,第1层(共1层),"网络,暖气,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气",72㎡,12.00米,"龙华区,龙华,五米阳光",龙华人民路与和平路交界处,五米阳光,5.00米,2019/8/31 12:01:50,0.00元/㎡·月,临街门面,否,"百货超市,服饰鞋包,美容美发,餐饮美食",《龙华地铁口笋铺，5米门面，高展示位醒目，低于市场价急售》,660万,https://sz.shop.fang.com/shou/3_221332680.html,精装修,,"114.021832,22.651970",深圳
7.00米,第1层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",40㎡,8.00米,"南山,蛇口,招商蛇口太子湾",蛇口,招商蛇口太子湾,6.00米,2019/8/17 14:40:03,5.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",央企招商局联手香港兰桂坊开发运 营世·界级 滨海商业综合体,500万,https://sz.shop.fang.com/shou/3_220951716.html,精装修,,"113.920370,22.485440",深圳
5.10米,第1层(共4层),,50㎡,7.00米,"龙岗,龙岗中心城,富德中心",龙岗中心城老街,富德中心,7.00米,2019/8/22 10:28:38,0.00元/㎡·月,住宅底商,是,百货超市,人均人流过万的口 品牌租客 5厘收租,670万,https://sz.shop.fang.com/shou/3_221083348.html,简装修,,"114.273940,22.729720",深圳
10.00米,第1层(共2层),"网络,暖气,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",157.53㎡,10.00米,"龙岗,龙岗中心城,金地龙城中央",深圳龙岗大道与龙城大道交汇处,金地龙城中央,5.00米,2019/8/18 15:58:28,5.00元/㎡·月,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,美容美发,餐饮美食,休闲娱乐",醉后三间开发商清盘大甩卖直降600万要钱不要铺地铁口带品牌租,785万,https://sz.shop.fang.com/shou/3_220981389.html,毛坯,,"114.251527,22.712165",深圳
5.10米,第1层(共1层),"网络,暖气,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气",45㎡,10.00米,"南山,后海,蔚蓝海岸四期",后海大道与华明路交汇处,蔚蓝海岸四期,4.00米,2019/8/31 11:51:06,0.00元/㎡·月,临街门面,否,"百货超市,餐饮美食",《双小区门口人流，肯德基旁，百果园租客，后海豪宅区》,580万,https://sz.shop.fang.com/shou/3_221332276.html,精装修,,"113.932736,22.507971",深圳
1.00米,第1层(共2层),,91.9㎡,1.00米,"宝安,新安,灵芝新村19区",宝安新安前进路和兴华二路交汇处,灵芝新村19区,1.00米,2019/8/23 23:17:28,3.50元/㎡·月,其他,否,,"新安待旧改靓铺，展示面20米大转角,灵芝公园门口已开始旧改！",568万,https://sz.shop.fang.com/shou/3_221136582.html,精装修,,"113.908903,22.565738",深圳
6.00米,第1层(共1层),,65.23㎡,12.00米,"福田,梅林,振业梅苑",中康路与梅林路交界处,振业梅苑,4.50米,2019/8/17 17:36:05,0.00元/㎡·月,其他,否,,（福田成熟地段）双租客 5厘 临街超靓 低于市场价100万,780万,https://sz.shop.fang.com/shou/3_220956752.html,简装修,,"114.059573,22.566995",深圳
6.00米,第1层(共2层),,56㎡,10.00米,"南山,南山中心区,海岸城西座",海德三道与文心五路交汇处,海岸城西座,5.00米,2019/8/11 19:49:13,0.00元/㎡·月,住宅底商,是,百货超市,海岸城惊现回抱达百分之6 两层实用品/牌租客,728万,https://sz.shop.fang.com/shou/3_220775624.html,简装修,,"113.936901,22.518442",深圳
4.50米,第1层(共1层),"上水,下水",48.11㎡,8.00米,"南山,南头,愉康花园",南山区学府路与南山大道交界,愉康花园,3.60米,2019/9/2 11:51:22,10.00元/㎡·月,商业街商铺,否,"休闲娱乐,服饰鞋包,生活服务,百货超市",南山学附路正街，商场出入口铺位，收租高,750万,https://sz.shop.fang.com/shou/3_221378925.html,精装修,,"113.926835,22.527615",深圳
5.50米,第1层(共2层),"暖气,客梯",94㎡,10.00米,"龙华区,龙华,锦绣江南四期",龙华梅龙路与布龙路交汇处,锦绣江南四期,9.40米,2019/7/23 17:24:04,0.00元/㎡·月,住宅底商,否,百货超市,回/报/可/达4.5厘，买到/即/百万以上，严/重低市价售,799万,https://sz.shop.fang.com/shou/3_220189155.html,精装修,,"114.032168,22.637761",深圳
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",101㎡,8.00米,"龙岗,龙岗中心城,缤纷世纪公寓",龙翔大道与晨光路交汇处,缤纷世纪公寓,6.00米,2019/9/4 13:46:06,2.60元/㎡·月,住宅底商,是,餐饮美食,龙岗中心城街铺！两租客，双门面，市场租金3万，一口价800万,800万,https://sz.shop.fang.com/shou/3_221435937.html,精装修,,"114.230170,22.702380",深圳
5.10米,第1层(共1层),,74㎡,6.00米,"龙华区,龙华,桦润馨居",龙华镇和平路东侧,桦润馨居,12.00米,2019/8/30 16:44:31,1.00元/㎡·月,住宅底商,否,,（年租20万收）12米三门面 转角正街 业主诚信出手 低总价,584.6万,https://sz.shop.fang.com/shou/3_221313936.html,毛坯,,"114.026791,22.652876",深圳
6.00米,第1层(共1层),,46㎡,8.00米,"南山,南山中心区,海岸明珠",南山区后海路与创业路交汇处,海岸明珠,8.00米,2019/9/4 16:15:52,0.00元/㎡·月,住宅底商,是,,买财不如买增长！后海中心地段！低于市场价100万！,640万,https://sz.shop.fang.com/shou/3_221440533.html,简装修,,"113.931866,22.515835",深圳
3.00米,,"客梯,货梯,扶梯",55㎡,4.00米,"龙华区,龙华,特发和平里",龙华区和平路与布龙路及民塘路交汇处,特发和平里,5.00米,2019/8/17 11:07:20,0.00元/㎡·月,毛坯,住宅底商,否,深圳中轴核心商业，新政之后商业价值再次飙/升，入手佳时机,666万,https://sz.shop.fang.com/shou/3_220944730.html,第1层(共1层),50㎡,"114.012675,22.643280",深圳
7.00米,第30层(共33层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",58.01㎡,8.00米,"龙岗,龙岗中心城,万科天誉",区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,万科天誉,6.00米,2019/6/28 15:21:51,10.00元/㎡·月,住宅底商,否,"休闲娱乐,美容美发,餐饮美食,服饰鞋包,生活服务,百货超市",万科天誉一楼临街带五年租约出售,672万,https://sz.shop.fang.com/shou/3_219458203.html,精装修,,"114.229257,22.702860",深圳
5.00米,第1层(共1层),"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",60㎡,5.00米,"福田,华强,中泰燕南名庭",福田区燕南路88号,中泰燕南名庭,5.00米,2019/8/27 18:00:18,5.00元/㎡·月,住宅底商,是,百货超市,福田华强北燕南名庭，餐饮街铺租金高，650万售价，业主急卖,650万,https://sz.shop.fang.com/shou/3_221234436.html,简装修,,"114.093553,22.545096",深圳
6.00米,第1层(共3层),"暖气,上水,排烟,排污",86㎡,9.00米,"龙岗,横岗,荣德国际城市综合体",深圳市龙岗区龙岗大道与保康路交汇处北侧(3号线横岗站,荣德国际城市综合体,7.00米,2019/8/15 17:29:32,6.00元/㎡·月,住宅底商,是,百货超市,华润运营一手铺，横岗万象城，租金年利可高达6,800万,https://sz.shop.fang.com/shou/3_220895082.html,简装修,,"114.208306,22.651316",深圳
7.00米,第1层(共1层),"网络,停车位",50.1㎡,8.00米,"宝安,宝安中心区,兴业华庭",宝安48区翻身大道翻身实验小学对面,兴业华庭,6.00米,2019/8/30 11:59:20,6.00元/㎡·月,住宅底商,否,,宝安6米门宽，品牌租客商业街街铺,538万,https://sz.shop.fang.com/shou/3_221305613.html,精装修,,"113.888379,22.564839",深圳
3.00米,第1层(共1层),"网络,暖气,停车位,货梯,扶梯,燃气",93.48㎡,1.00米,"南山,前海,港湾丽都",南山区桃园西路与前海路交界处,港湾丽都,1.00米,2019/8/27 18:07:41,5.00元/㎡·月,住宅底商,是,百货超市,南山前海港湾丽都，口，租2.9万，780万实收,780万,https://sz.shop.fang.com/shou/3_221234809.html,精装修,,"113.914520,22.531172",深圳
3.00米,第1层(共1层),,126㎡,4.00米,"深圳周边区,东莞,华盛观荟",泗黎路51号,华盛观荟,5.00米,2019/8/28 15:31:36,0.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",金洪观荟二期，安静位置，看小区泳池，景观四房，业主诚心,560万,https://sz.shop.fang.com/shou/3_221257539.html,毛坯,,"114.040983,22.711520",深圳
7.00米,第1层(共1层),,81㎡,8.00米,"龙华区,龙华,中海锦城",龙华新区民治街道民塘路与简上路交汇处,中海锦城,6.00米,2019/8/14 11:38:40,13.00元/㎡·月,其他,否,,北站地铁无缝连接小万象城口摇钱树你看到了嘛?,784.24万,https://sz.shop.fang.com/shou/3_220850468.html,毛坯,,"114.014230,22.637275",深圳
7.00米,第2层(共2层),"网络,停车位,中央空调,上水,下水,可明火,排烟,燃气,外摆区",75㎡,8.00米,"龙岗,龙岗中心城,万科天誉",区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,万科天誉,6.00米,2019/8/19 4:49:17,4.00元/㎡·月,商业街商铺,否,,万科开发商处理，要回笼资金了。,580万,https://sz.shop.fang.com/shou/3_220992926.html,毛坯,,"114.229257,22.702860",深圳
6.00米,第1层(共1层),,62㎡,8.00米,"南山,后海,海琴苑",南山后海大道与工业八路交界（爱榕园东侧),海琴苑,15.00米,2019/6/22 22:54:23,0.00元/㎡·月,住宅底商,是,百货超市,南山后海成熟商圈15米转角街铺急售 5厘,720万,https://sz.shop.fang.com/shou/3_219286698.html,毛坯,,"113.932435,22.500236",深圳
3.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,燃气",30㎡,4.00米,"福田,华强,桑达雅苑",福田区华强北华发北路,桑达雅苑,5.00米,2019/8/12 17:45:11,12.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",福田华强北靓铺，总价600多万，稀有资源，1楼临街好位置,600万,https://sz.shop.fang.com/shou/3_220802967.html,简装修,,"114.089599,22.545640",深圳
5.50米,第1层(共1层),,63㎡,10.00米,"南山,蛇口,东角头",南山蛇口东角头,东角头,6.30米,2019/8/31 14:45:31,0.00元/㎡·月,住宅底商,是,百货超市,南山东角头地铁口 人流旺正街铺9.8万/平两个租客 高,615万,https://sz.shop.fang.com/shou/3_221336660.html,简装修,,"113.937570,22.484922",深圳
7.00米,第1层(共1层),"网络,暖气,停车位",73㎡,8.00米,"南山,西丽,西丽电子世界",南山区留仙大道与沙河西路交汇处,西丽电子世界,6.00米,2019/7/28 11:24:57,5.00元/㎡·月,商业街商铺,否,"休闲娱乐,美容美发,餐饮美食,服饰鞋包,生活服务,百货超市",南山，西丽，位于总部基地辐射范围的地...铁口临街旺...铺,720万,https://sz.shop.fang.com/shou/3_220335530.html,简装修,,"113.955551,22.589251",深圳
6.00米,第1层(共2层),,74㎡,13.00米,"福田,景田,景城府",福田莲花西路与景田路交汇西,景城府,5.00米,2019/7/23 11:47:29,0.00元/㎡·月,住宅底商,是,百货超市,（福田景田地铁口）低于市场价300万，业主资金周转被迫出售！,600万,https://sz.shop.fang.com/shou/3_220179354.html,简装修,,"114.042224,22.552025",深圳
3.00米,第1层(共1层),"网络,暖气,停车位,货梯,扶梯,燃气",91㎡,9.54米,"福田,梅林,绅宝花园",广厦路与梅华路交汇处,绅宝花园,9.54米,2019/8/12 19:11:07,5.00元/㎡·月,住宅底商,是,百货超市,"福田区梅林绅宝花园转角铺,648万实收，2.65万租金",648万,https://sz.shop.fang.com/shou/3_220805270.html,精装修,,"114.060798,22.565729",深圳
7.00米,第14层(共15层),暖气,63.38㎡,8.00米,"南山,南山中心区,金钟大厦",南山区南海大道海雅百货旁,金钟大厦,6.00米,2019/8/24 18:06:13,5.00元/㎡·月,住宅底商,是,百货超市,南山海雅百货商圈餐饮铺出售，总价560万租金1.8万,560万,https://sz.shop.fang.com/shou/3_221156258.html,简装修,,"113.928886,22.517873",深圳
5.20米,第1层(共1层),,77㎡,10.00米,"罗湖,蔡屋围,果园西住宅",罗湖区桂园路,果园西住宅,10.00米,2019/8/7 17:27:48,0.00元/㎡·月,其他,否,,两个租客，门宽10米。罕见发售，买到到,770万,https://sz.shop.fang.com/shou/3_220648374.html,毛坯,,"114.112422,22.548648",深圳
7.00米,第1层(共1层),暖气,60㎡,8.00米,"龙岗,横岗,荣德国际",地铁三号线横岗C出口,荣德国际,6.00米,2019/8/27 12:24:32,5.00元/㎡·月,住宅底商,是,百货超市,横岗站接驳+横岗写字楼+商业综合体+华润运营,500万,https://sz.shop.fang.com/shou/3_221224299.html,精装修,,"114.210776,22.650830",深圳
3.00米,第1层(共3层),,136㎡,4.00米,"深圳周边区,深圳周边,深业泰然观澜玫瑰苑",观澜大道,深业泰然观澜玫瑰苑,5.00米,2019/8/28 15:56:54,8.00元/㎡·月,其他,否,,龙华观澜中心一手街铺，麦当劳一进驻运营，总价390万起,750万,https://sz.shop.fang.com/shou/3_221258293.html,毛坯,,"114.059760,22.625314",深圳
6.00米,第1层(共1层),,120㎡,3.00米,"龙岗,龙岗中心城,佳兆业未来城",深圳市龙岗大运新城如意路与大运路交汇处西北侧,佳兆业未来城,5.00米,2019/8/22 20:38:21,3.00元/㎡·月,其他,否,,品牌上次开发商佳兆业一手免佣,680万,https://sz.shop.fang.com/shou/3_221105013.html,精装修,,"114.211888,22.706368",深圳
7.00米,第1层(共2层),,64㎡,8.00米,"龙岗区,龙岗中心城,万科天誉一期",龙翔大道,万科天誉一期,6.00米,2019/8/14 11:46:10,0.00元/㎡·月,其他,否,,万科天誉 低于原价200多万清盘价处理 即,639.85万,https://sz.shop.fang.com/shou/3_220850831.html,简装修,,"114.243763,22.712440",深圳
5.10米,第1层(共1层),"上水,下水,可明火,排烟,排污",40.58㎡,10.00米,"龙岗,布吉,布吉中心花园",布吉镇政府东北侧,布吉中心花园,4.00米,2019/8/21 10:54:11,2.50元/㎡·月,住宅底商,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",木棉湾商业街清盘出售，还价就卖！,580万,https://sz.shop.fang.com/shou/3_214435628.html,毛坯,,"114.130494,22.608997",深圳
5.50米,第1层(共1层),"暖气,客梯",60㎡,10.00米,"龙岗,横岗,荣德国际",地铁三号线横岗C出口,荣德国际,6.00米,2019/9/3 10:47:32,0.00元/㎡·月,住宅底商,否,百货超市,横岗站接驳+横岗写字楼+商业综合体+华润运营,500万,https://sz.shop.fang.com/shou/3_221402676.html,精装修,,"114.210776,22.650830",深圳
3.80米,第1层(共1层),"中央空调,上水,下水",49.69㎡,8.00米,"南山,南油,金晖大厦",南山区南海大道南油大厦对面,金晖大厦,3.00米,2019/8/7 10:49:06,0.00元/㎡·月,住宅底商,否,"百货超市,服饰鞋包,美容美发,餐饮美食",南海大道双地铁口，服装批发基地，人流,520万,https://sz.shop.fang.com/shou/3_220632268.html,精装修,,"113.924653,22.509187",深圳
5.20米,第1层(共8层),"网络,停车位,上水,下水",110㎡,20.00米,"龙岗,布吉,中翠花园",龙岗布吉深惠路,中翠花园,4.00米,2019/9/2 8:15:14,1.50元/㎡·月,临街门面,否,,大芬地铁口，东大街商圈，5.2厘会报正街旺靓铺,580万,https://sz.shop.fang.com/shou/3_221371449.html,精装修,,"114.139898,22.613549",深圳
6.00米,第1层(共1层),,72㎡,12.00米,"龙华区,龙华,万科金域华府",龙华新城金龙路与新区大道交汇处东北角,万科金域华府,6.00米,2019/9/3 10:25:35,2.80元/㎡·月,住宅底商,否,,（深圳北站）小区出入口，6米，大门面急售,612万,https://sz.shop.fang.com/shou/3_221401354.html,毛坯,,"114.043546,22.599186",深圳
5.10米,第1层(共1层),,48㎡,6.00米,"南山,南山中心区,华彩天成",南山文心二路与海德二道交汇处,华彩天成,8.00米,2019/8/16 11:31:09,0.00元/㎡·月,其他,否,,《精选》小区门口铺 8米门宽展示面好 带租约急售！急！急！,570万,https://sz.shop.fang.com/shou/3_220913692.html,精装修,,"113.930017,22.518301",深圳
7.00米,第1层(共1层),"网络,停车位",57.25㎡,8.00米,"罗湖,人民南,置地逸轩",春风路与南湖路交汇处,置地逸轩,6.00米,2019/8/22 12:00:07,0.00元/㎡·月,临街门面,否,,罗湖国贸商圈，租金3万总价700万，品牌租约，70年超长产权,700万,https://sz.shop.fang.com/shou/3_221088115.html,精装修,,"114.121108,22.537317",深圳
7.00米,第15层(共30层),"网络,停车位,燃气",70㎡,8.00米,"龙华区,龙华,红山府",红山地铁口,红山府,6.00米,2019/9/4 12:20:21,5.00元/㎡·月,其他,否,,欢乐海岸，龙华一手，地铁口物业！,525万,https://sz.shop.fang.com/shou/3_221433957.html,精装修,,"114.022864,22.623522",深圳
3.00米,第1层(共1层),"客梯,货梯,扶梯",176㎡,4.00米,"龙岗,布吉,东方半岛",布吉深惠路与布龙路交汇处,东方半岛,20.00米,2019/8/24 13:01:46,0.00元/㎡·月,商业街商铺,否,百货超市,20米转角靓铺，月租3.1万，单价3.8万,680万,https://sz.shop.fang.com/shou/3_221148287.html,简装修,,"114.131974,22.612109",深圳
5.90米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",125.62㎡,12.00米,"光明区,公明,奥园和平广场",奥园和平广场,奥园和平广场,10.00米,2019/8/19 12:07:59,10.00元/㎡·月,商业街商铺,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",奥园峰荟一手商业街铺，带租约，6-8米外摆，即买即收租,798万,https://sz.shop.fang.com/shou/3_221002478.html,精装修,88㎡,"114.114233,22.544178",深圳
6.00米,第1层(共1层),"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气",71㎡,10.00米,"龙岗,龙岗中心城,金地龙城中央",深圳龙岗大道与龙城大道交汇处,金地龙城中央,10.00米,2019/8/24 16:18:14,8.00元/㎡·月,住宅底商,否,"服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",龙岗中心城临街，300度展示面，小区主入口，年底有特价！,550万,https://sz.shop.fang.com/shou/3_221153545.html,毛坯,,"114.251527,22.712165",深圳
5.10米,第1层(共1层),"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",40㎡,10.00米,"龙华区,龙华,鸿荣源壹城中心",龙华东环一路壹城中心第五区,鸿荣源壹城中心,5.00米,2019/9/2 10:02:20,5.00元/㎡·月,住宅底商,是,百货超市,壹城中心一手全球发售单价7.8万至15万,600万,https://sz.shop.fang.com/shou/3_221373715.html,简装修,,"114.026427,22.648690",深圳
6.00米,第1层(共2层),"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",65㎡,11.00米,"龙华区,龙华,鸿荣源壹城中心",龙华东环一路壹城中心第五区,鸿荣源壹城中心,5.00米,2019/9/2 11:35:20,5.00元/㎡·月,商业街商铺,是,,香港客户 看好深圳北站的发展 买的就是价值 壹城里,725万,https://sz.shop.fang.com/shou/3_221378263.html,简装修,,"114.026427,22.648690",深圳
6.00米,第1层(共32层),,55㎡,12.00米,"宝安,宝安中心区,鸿荣源尚都",宝安新中心区新湖路与裕安一路交汇处,鸿荣源尚都,4.00米,2019/8/28 20:00:21,0.00元/㎡·月,商业街商铺,否,,宝安中心区体育馆正对十字路口业主低于市场价80万急售,632.5万,https://sz.shop.fang.com/shou/3_221265054.html,简装修,,"113.887074,22.559216",深圳
5.10米,第1层(共2层),,40㎡,8.00米,"宝安区,宝安中心区,易尚中心",海秀路,易尚中心,4.00米,2019/8/30 10:53:15,0.00元/㎡·月,其他,否,,海滨金铺 总部集中地 万亿资本汇聚区 传世资产 70年超长收,500万,https://sz.shop.fang.com/shou/3_221302506.html,毛坯,,"113.879963,22.547567",深圳
6.00米,第1层(共15层),停车位,64㎡,7.00米,"南山,蛇口,招商雍景湾",后海大道与工业七路交汇处，工业七路北，荔园路以南,招商雍景湾,8.00米,2019/9/1 16:54:22,0.00元/㎡·月,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,休闲娱乐",蛇口自贸区商 业正街铺，面积小总价低.6米！,660万,https://sz.shop.fang.com/shou/3_221362498.html,简装修,,"113.931075,22.496662",深圳
5.00米,第1层(共2层),"网络,暖气,停车位,货梯,扶梯,燃气",73㎡,9.00米,"罗湖,东门,东门168",中兴路与乐园路交汇处,东门168,5.00米,2019/8/29 19:12:16,5.00元/㎡·月,商业街商铺,是,餐饮美食,粤港澳大湾区过来看一下这个 看了你回很惊讶 看了你定会心动,584万,https://sz.shop.fang.com/shou/3_221291063.html,简装修,,"114.051319,22.637739",深圳
1.00米,第1层(共1层),,70㎡,1.00米,"龙华新区,龙华中心区,壹城中心",人民路以东、八一路以南、工业西路以北,壹城中心,1.00米,2019/8/28 10:53:38,0.00元/㎡·月,其他,否,,来电享受内部折扣 深圳蕞大体量的住宅商业体 限量发售 手慢无,700万,https://sz.shop.fang.com/shou/3_221248710.html,毛坯,,"114.026592,22.649717",深圳
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",50㎡,8.00米,"南山,南头,时代骄子",南山大道和学府路交汇处,时代骄子,6.00米,2019/7/27 9:24:17,2.60元/㎡·月,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食",地铁口正街！单价才10万！带500强租约！租金2.6万，售550万,550万,https://sz.shop.fang.com/shou/3_220299433.html,精装修,,"113.925043,22.528254",深圳
6.00米,第1层(共24层),,58㎡,8.00米,"龙岗区,横岗,荣德国际城市综合体",龙岗大道,荣德国际城市综合体,5.00米,2019/8/5 14:44:15,0.00元/㎡·月,商业街商铺,否,,华润统一运营商业综合体，清盘阶段7折，,500万,https://sz.shop.fang.com/shou/3_220578872.html,毛坯,,"114.208306,22.651316",深圳
5.00米,第1层(共1层),"客梯,货梯,扶梯",87㎡,12.00米,"龙华区,民治,龙光玖钻",龙华民治街道中梅路与腾龙路交汇处,龙光玖钻,4.00米,2019/8/28 10:53:20,0.00元/㎡·月,商业街商铺,否,百货超市,就算租200块一平 已经过4厘 深圳北帝国何止,500万,https://sz.shop.fang.com/shou/3_221248690.html,简装修,,"113.937878,22.741301",深圳
7.00米,第1层(共7层),"暖气,停车位,扶梯,燃气",46.67㎡,8.00米,"罗湖,黄贝岭,名阳阁",文锦中路2号,名阳阁,6.00米,2019/8/25 14:46:31,3.00元/㎡·月,住宅底商,否,"餐饮美食,生活服务",罗湖文锦路名阳阁转角 铺带品牌租约出售 同排星巴克 租金高达5厘,600万,https://sz.shop.fang.com/shou/3_221176465.html,精装修,,"114.129175,22.550655",深圳
6.00米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",45.45㎡,8.00米,"福田,香蜜湖,天健公馆",福田香蜜湖安托山六路与侨香四路交汇处,天健公馆,6.00米,2019/7/26 11:40:39,10.00元/㎡·月,毛坯,住宅底商,否,福田香蜜湖 开发商直售豪宅区一手地铁口临街商业 带高租约,680万,https://sz.shop.fang.com/shou/3_220275283.html,第1层(共3层),45㎡,"114.007828,22.548476",深圳
3.00米,第1层(共1层),暖气,94㎡,9.70米,"罗湖,东门,芳邻大厦",人民北路3080号,芳邻大厦,9.70米,2019/8/27 17:41:47,5.00元/㎡·月,住宅底商,是,百货超市,罗湖东门商圈芳邻大厦正街宽门面靓铺 即买即 急售,788万,https://sz.shop.fang.com/shou/3_221233722.html,简装修,,"114.120907,22.553373",深圳
5.10米,第1层(共2层),,62㎡,12.00米,"龙岗,龙岗中心城,万科天誉",区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,万科天誉,5.00米,2019/8/22 10:21:17,0.00元/㎡·月,住宅底商,是,百货超市,带租约 5厘回.报 门面8米 双口 餐饮美食一条,715万,https://sz.shop.fang.com/shou/3_221082946.html,简装修,,"114.229257,22.702860",深圳
6.00米,第1层(共2层),,69.5㎡,8.50米,"龙岗,坂田,富豪花园",龙岗区布吉镇坂田长坑地段布龙公路168号,富豪花园,8.00米,2019/8/28 17:18:01,1.10元/㎡·月,其他,否,,坂田正地铁口，是坂田万科里，租金16800每月，布龙路旁,550万,https://sz.shop.fang.com/shou/3_221260734.html,精装修,,"114.070499,22.626783",深圳
5.10米,第1层(共1层),"客梯,货梯,扶梯",59.94㎡,16.00米,"南山,后海,后海花园",南山区后海大道与龙城路交汇,后海花园,3.50米,2019/9/4 11:51:38,0.00元/㎡·月,商业街商铺,否,百货超市,靓铺 看过来月租金2.2万 仅580万一口价,580万,https://sz.shop.fang.com/shou/3_221432827.html,简装修,,"113.930896,22.513046",深圳
6.00米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",63.38㎡,6.00米,"南山,南山中心区,金钟大厦",金钟大厦商铺,金钟大厦,10.00米,2019/8/7 10:03:38,8.00元/㎡·月,临街门面,是,"百货超市,生活服务,休闲娱乐",南山海雅麦当劳同排 10米转角带百果园租约 640万急售,633.8万,https://sz.shop.fang.com/shou/3_220629505.html,精装修,58㎡,"113.928886,22.517873",深圳
5.10米,第1层(共2层),"网络,停车位,扶梯,中央空调,上水,下水,可明火,排烟,燃气,外摆区",70㎡,8.00米,"龙岗,龙岗中心城,万科天誉",区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,万科天誉,9.00米,2019/6/13 20:04:02,10.00元/㎡·月,商业街商铺,否,"百货超市,餐饮美食",内部保留一手铺位，位置，一本万利，价格便宜,500万,https://sz.shop.fang.com/shou/3_218951278.html,毛坯,,"114.229257,22.702860",深圳
6.00米,第1层(共39层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,燃气,外摆区",100㎡,9.00米,"龙华区,龙华,锦绣江南四期",龙华梅龙路与布龙路交汇处,锦绣江南四期,12.00米,2019/8/7 14:51:58,1.98元/㎡·月,住宅底商,是,"百货超市,服饰鞋包,生活服务,美容美发",龙华中心门口公交站台背后广告位靓铺出售。,650万,https://sz.shop.fang.com/shou/3_220641968.html,精装修,,"114.032168,22.637761",深圳
5.10米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",53㎡,9.00米,"罗湖,人民南,罗湖大厦",罗湖大厦商铺,罗湖大厦,6.00米,2019/8/9 11:25:20,8.90元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",业主急用钱甩卖罗湖人民南路的邻街铺，580万，2.8万租约,580万,https://sz.shop.fang.com/shou/3_220701068.html,精装修,46㎡,"114.117559,22.536555",深圳
