zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url,location_coords
,130000元/月,60.00元/㎡·月,暂无,,,,商业街商铺,,否,花城汇,,客梯0个，货梯0个,1.00米,1.00米,3.00米,花城汇,500000.00㎡,300㎡,,2019/9/9 14:12:08,https://gz.shop.fang.com/zu/3_242146788.html,
,161805元/月,押二付一,1541㎡,,,,第3层(共15层),简装修,写字楼配套底商,否,教育或棋牌,广州市越秀区水荫路119号三楼商业裙楼,广州市越秀区水荫路119号,15.00米,100.00米,3.50米,,8.00元/㎡·月,"网络,客梯,货梯,上水,下水,排烟,排污,燃气",2019/8/30 14:01:40,https://gz.shop.fang.com/zu/3_241856740.html,"113.311182,23.142415"
,114000元/月,租金已包含,第1层(共5层),,,,住宅底商,,否,天河万科广场,,华观路与高唐路交汇处A1栋,,,,,,944㎡,,2019/8/20 17:16:24,https://gz.shop.fang.com/zu/3_241588401.html,"113.403452,23.171609"
,50000元/月,押二付一,392000.00㎡,280㎡,,,第1层(共4层),精装修,写字楼配套底商,是,"生活服务,美容美发,餐饮美食,休闲娱乐",白云万达广场商铺,云城东路501号,12.00米,15.00米,10.00米,客梯0个，货梯0个,10.00元/㎡·月,"网络,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/31 12:44:04,https://gz.shop.fang.com/zu/3_241014117.html,"113.264917,23.172898"
,53000元/月,租金已包含,第1层(共5层),,,,写字楼配套底商,,否,龙口东路,,龙口东路,,,,,,141㎡,,2019/8/27 10:41:28,https://gz.shop.fang.com/zu/3_241766891.html,"113.341012,23.144881"
,700000元/月,押二付一,2800㎡,,,,第1层(共8层),简装修,写字楼配套底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",天河北路,天河北路,10.00米,30.00米,4.00米,,10.00元/㎡·月,"停车位,客梯,上水,下水",2019/9/11 10:07:27,https://gz.shop.fang.com/zu/3_242193076.html,"113.335554,23.141826"
,34000元/月,押二付一,70㎡,,,,第1层(共1层),精装修,住宅底商,是,百货超市,北京路/惠福东路路口,北京路/惠福东路(路口),3.00米,10.00米,5.00米,,5.00元/㎡·月,"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/7 22:45:12,https://gz.shop.fang.com/zu/3_242106725.html,"113.265005,23.120463"
,5500元/月,押一付二,100 平,,,,第3层(共3层),"毛坯
                                ",住宅底商 ,否,百货超市，酒店宾馆，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐,萝岗奥园广场商铺,"
                                    开创大道与香雪八路交汇处 ",7.50米,9.00米,5.00米,,6.5元/月,"网络,停车位,客梯,货梯,中央空调,上水,下水,排烟,排污,外摆区",2019/8/25 16:53:35,https://gz.shop.fang.com/zu/1_52137696.html,"113.496645,23.173559"
,7500元/月,月付,85㎡,,,,第2层(共5层),"简单装修
                                ",住宅底商 ,否,服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，酒店宾馆，家居建材，其他,"
                                    六运小区 ","
                                    六运三街15号0单元202 ",,,,,,,2019/9/11 8:57:28,https://gz.shop.fang.com/zu/1_52140082.html,"113.323074,23.130121"
9万元,4900元/月,押二付一,83㎡,,,,第1层(共2层),"精装修
                                ",临街门面 ,否,百货超市，酒店宾馆，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    牛利岗 ","
                                    广东省广州市天河区牛利岗大街140号 ",4.80米,13.00米,5.50米,,租金已包含,外摆区,2019/7/26 9:40:19,https://gz.shop.fang.com/zu/1_52133865.html,"113.322924,23.170074"
25万元,50000元/月,面议,0平,,36个月,,第1层(共1层),"简装修
                                ",商业街商铺 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食,车陂路商铺,"
                                    天河车陂路 ",5.00米,40.00米,2.80米,,租金已包含,"网络,停车位,可明火,排烟,排污,燃气,外摆区",2019/9/10 19:21:40,https://gz.shop.fang.com/zu/1_52140048.html,"113.392198,23.126335"
,405370元/月,押二付一,810.74㎡,,,,第1层(共24层),"精装修
                                ",临街门面 ,是,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐,"
                                    广东农信大厦 ","
                                    广东省广州市天河区黄埔大道西638号 ",35.00米,23.00米,4.70米,,25元/月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/5 18:31:57,https://gz.shop.fang.com/zu/1_52139322.html,"113.344035,23.125541"
25万元,50000元/月,面议,200㎡,,36个月,,第1层(共1层),"简装修
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食,"
                                    车陂南C出口 ","
                                    广东省广州市天河区车陂路6-2号 ",5.00米,40.00米,2.80米,,租金已包含,"网络,停车位,可明火,排烟,排污,燃气,外摆区",2019/9/11 9:02:25,https://gz.shop.fang.com/zu/1_52140083.html,"113.395548,23.124465"
,40000元/月,面议,0平,,,,第2层(共2层),"精装修
                                ",临街门面 ,否,服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，酒店宾馆，其他,金迪大厦商铺,"
                                    中山一路杨箕村泰兴直街50号 ",,,,,,"网络,停车位,货梯",2019/8/2 15:21:55,https://gz.shop.fang.com/zu/1_52134622.html,"113.312223,23.128193"
,18000元/月,面议,111㎡,,,,第1层(共20层),"简单装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，酒店宾馆，家居建材，其他,"
                                    恒业大厦 ","
                                    黄埔大道中165号恒业大厦1层 ",,,,,,,2019/8/15 10:24:22,https://gz.shop.fang.com/zu/1_52136370.html,"113.355834,23.123704"
,6500元/月,押二付三,66㎡,,,,第1层(共2层),"精装修
                                ",商业街商铺 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，休闲娱乐，其他,"
                                    雅居乐花语集 ","
                                    广东省广州市花都区永发路 ",4.00米,16.00米,7.00米,,3.5元/月,,2019/7/21 13:19:12,https://gz.shop.fang.com/zu/1_52133404.html,"113.191036,23.414643"
15万元,16000元/月,押二付一,50㎡,,20个月,,第1层(共1层),"简装修
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    棠下水果店 ","
                                    广东省广州市天河区荷光路4号 ",4.00米,10.00米,7.00米,,租金已包含,,2019/9/4 10:19:47,https://gz.shop.fang.com/zu/1_52139146.html,"113.257943,23.169380"
,40000元/月,面议,500㎡,,,,第2层(共2层),"精装修
                                ",临街门面 ,否,服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，其他,"
                                    金迪大厦500平 ","
                                    中山一路杨箕村泰兴直街50号 ",,,,,,"网络,停车位,货梯",2019/8/2 14:24:39,https://gz.shop.fang.com/zu/1_52134609.html,"113.312223,23.128193"
,4000元/月,押一付一,150㎡,,,,第1层(共3层),"简装修
                                ",临街门面 ,是,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    南村综合市场 ","
                                    广东省广州市番禺区市新公路南段 ",10.00米,15.00米,7.00米,,5元/月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/15 22:36:03,https://gz.shop.fang.com/zu/1_52136434.html,"113.388918,23.006271"
,10000元/月,月付,50㎡,,,,第1层(共3层),"精装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，美容美发，生活服务，百货超市,"
                                    天河天河客运站元岗临街门面 ","
                                    天源路69号元岗牌坊旁边 ",,,,,,,2019/9/10 12:48:29,https://gz.shop.fang.com/zu/1_52139989.html,"113.342309,23.170892"
,75000元/月,88㎡,第1层(共5层),,,,暂无资料,,否,马场路,,马场路,1.00米,1.00米,3.00米,,,,,2019/9/11 11:04:44,https://gz.shop.fang.com/zu/3_242195905.html,"113.343620,23.119040"
,30000元/月,押三付一,18.00㎡,,,,第1层(共2层),简装修,商业街商铺,否,餐饮美食,琶洲商业广场商铺,海珠琶洲蟠龙新街3号,,,7.00米,客梯0个，货梯0个,5.00元/㎡·月,,2019/7/22 12:01:51,https://gz.shop.fang.com/zu/3_228785794.html,"113.383905,23.098788"
,3000元/月,押二付一,75.07㎡,,,,第1层(共4层),精装修,住宅底商,是,百货超市,珠村东横一路2号-1,珠村东横一路2号-1,90.50米,5.80米,3.50米,,5.00元/㎡·月,"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/7 22:26:30,https://gz.shop.fang.com/zu/3_242106322.html,"113.423216,23.117878"
,7700元/月,押三付一,385㎡,,,,第2层(共7层),"毛坯
                                ",临街门面 ,否,"
                                    清河中路商铺 ",0平,23.26米,16.54米,5.00米,1个月,,租金已包含,,2019/9/11 11:36:14,https://gz.shop.fang.com/zu/1_52140110.html,"113.325057,23.126164"
,80000元/月,押三付一,0.00㎡,,,,第5层(共5层),简装修,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",花城大道商铺,天河区花城大道,6.00米,40.00米,5.00米,客梯0个，货梯0个,,"网络,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/7 9:38:08,https://gz.shop.fang.com/zu/3_242079512.html,"113.352806,23.117050"
,2500元/月,押一付三,25㎡,,,,第1层(共8层),简装修,商业街商铺,否,生活服务,广东白云学院,广东白云学院,5.00米,5.00米,5.00米,,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,燃气",2019/8/31 11:04:41,https://gz.shop.fang.com/zu/3_241879249.html,"113.208619,23.271294"
,58000元/月,租金已包含,第1层(共5层),,,,住宅底商,,否,马场路,,马场路,,,,,,158㎡,,2019/8/20 10:06:39,https://gz.shop.fang.com/zu/3_241573494.html,"113.343620,23.119040"
,60000元/月,租金已包含,暂无,,,,住宅底商,,否,北京路步行街,,客梯4个，货梯2个,北京路步行街,,,,24666.00㎡,400㎡,,2019/8/20 18:16:16,https://gz.shop.fang.com/zu/3_241589974.html,"113.273727,23.096689"
,15000元/月,押二付一,392000.00㎡,90㎡,,,第1层(共2层),精装修,商业街商铺,是,餐饮美食,白云万达广场商铺,云城东路501号,5.00米,10.00米,11.00米,客梯0个，货梯0个,10.00元/㎡·月,"网络,中央空调,上水,下水,可明火,排烟,排污,外摆区",2019/7/4 16:56:56,https://gz.shop.fang.com/zu/3_240234890.html,"113.264917,23.172898"
,45000元/月,67㎡,第1层(共5层),,,,住宅底商,,否,昌岗路,,昌岗路,1.00米,1.00米,3.00米,,,,,2019/9/11 10:41:15,https://gz.shop.fang.com/zu/3_242194778.html,"113.274375,23.088349"
,38500元/月,77㎡,暂无,,,,住宅底商,,否,保利天悦商铺,,客梯0个，货梯0个,1.00米,1.00米,3.00米,保利天悦商铺,0.00㎡,,,2019/8/19 10:04:21,https://gz.shop.fang.com/zu/3_241547975.html,
,45360元/月,押二付一,39599.00㎡,,,,第1层(共2层),简装修,商业街商铺,否,餐饮美食,太古仓,海珠区革新路124号,12.00米,10.00米,4.00米,客梯0个，货梯0个,30.00元/㎡·月,"上水,下水,燃气",2019/8/30 16:43:56,https://gz.shop.fang.com/zu/3_241863059.html,"113.253960,23.090244"
面议,6600元/月,押二付一,92000.00㎡,,,,第1层(共1层),精装修,商业街商铺,是,,5号停机坪,白云区机场路云霄街353栋,4.00米,5.00米,3.00米,客梯2个，货梯0个,15.00元/㎡·月,"网络,上水,下水,可明火,排烟,排污,外摆区",2019/7/23 10:05:49,https://gz.shop.fang.com/zu/3_231029040.html,"113.264940,23.183470"
1万元,280500元/月,押三付一,18.00㎡,,,,第3层(共4层),简装修,商业街商铺,否,,琶洲商业广场商铺,海珠琶洲蟠龙新街3号,,,4.30米,客梯0个，货梯0个,4.00元/㎡·月,"网络,停车位,客梯,货梯,扶梯,上水,下水,排污,外摆区",2019/7/22 12:02:08,https://gz.shop.fang.com/zu/3_230105865.html,"113.383905,23.098788"
,150000元/月,租金已包含,第1层(共5层),,,,住宅底商,,否,建设六马路,,建设六马路,,,,,,1000㎡,,2019/8/20 10:06:23,https://gz.shop.fang.com/zu/3_241573487.html,"113.285073,23.135614"
,320000元/月,租金已包含,第1层(共5层),,,,住宅底商,,否,建设六马路,,建设六马路,,,,,,4000㎡,,2019/8/20 10:08:31,https://gz.shop.fang.com/zu/3_241573608.html,"113.285073,23.135614"
,16000元/月,租金已包含,暂无,,,,简装修,其他,否,琶洲商业广场商铺,,客梯0个，货梯0个,8.00米,7.30米,3.20米,琶洲商业广场商铺,18.00㎡,58㎡,,2019/9/6 15:59:10,https://gz.shop.fang.com/zu/3_242061957.html,
,31000元/月,押三付一,0.00㎡,,,,第1层(共1层),简装修,住宅底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",德政中路商铺,德政中路,3.30米,9.00米,3.50米,客梯0个，货梯0个,10.00元/㎡·月,"网络,上水,下水",2019/9/7 9:38:41,https://gz.shop.fang.com/zu/3_242079529.html,"113.275515,23.122465"
,40000元/月,50㎡,第1层(共5层),,,,住宅底商,,否,华夏路,,华夏路,1.00米,1.00米,3.00米,,,,,2019/8/19 10:08:22,https://gz.shop.fang.com/zu/3_241548130.html,"113.321305,23.120970"
,130000元/月,租金已包含,暂无,,,,住宅底商,,否,天河北苑商铺,,客梯0个，货梯0个,天河北苑商铺,,,,0.00㎡,400㎡,,2019/8/29 12:26:47,https://gz.shop.fang.com/zu/3_241825685.html,
,807100元/月,押二付一,2306㎡,,,,第1层(共30层),精装修,住宅底商,是,百货超市,天河北广州大道中超甲级五星级酒店附属商业裙楼,天河区广场大道中电询13138661669,48.02米,48.02米,3.00米,,39.00元/㎡·月,"网络,暖气,停车位,货梯,扶梯,燃气",2019/8/30 14:07:44,https://gz.shop.fang.com/zu/3_241856993.html,"113.315912,23.132627"
10万元,16000元/月,押二付一,392000.00㎡,92㎡,36个月,带设备转让,第1层(共2层),精装修,商业街商铺,是,"生活服务,美容美发,餐饮美食,休闲娱乐",白云万达广场商铺,云城东路501号,5.00米,10.00米,11.00米,客梯0个，货梯0个,10.00元/㎡·月,"中央空调,上水,下水,可明火,排烟,排污,外摆区",2019/7/31 10:48:29,https://gz.shop.fang.com/zu/3_241009004.html,"113.264917,23.172898"
,48000元/月,租金已包含,暂无,,,,毛坯,其他,否,江南西商铺,,客梯0个，货梯0个,1.00米,1.00米,1.00米,江南西商铺,0.00㎡,78㎡,,2019/9/6 15:58:51,https://gz.shop.fang.com/zu/3_242061946.html,
,12000元/月,押二付一,300㎡,,,,第1层(共5层),精装修,住宅底商,是,百货超市,锦博智慧小镇,锦博智慧小镇,8.00米,14.00米,4.60米,,5.00元/㎡·月,"网络,暖气,停车位,货梯,扶梯,燃气",2019/9/7 22:53:24,https://gz.shop.fang.com/zu/3_242106889.html,"113.274507,23.096111"
,2110000元/月,押一付三,42200㎡,,,,第1层(共18层),毛坯,写字楼配套底商,否,酒店宾馆,黄浦开发区,黄浦区开发大道,20.00米,10.00米,3.50米,,3.00元/㎡·月,"上水,下水",2019/8/22 11:24:11,https://gz.shop.fang.com/zu/3_241634432.html,"113.393013,23.060668"
,90000元/月,200㎡,暂无,,,,住宅底商,,否,天河北苑商铺,,客梯0个，货梯0个,1.00米,1.00米,3.00米,天河北苑商铺,0.00㎡,,,2019/9/11 10:40:00,https://gz.shop.fang.com/zu/3_242194732.html,
,88000元/月,押二付一,0.00㎡,350㎡,,,第1层(共2层),精装修,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",荔园地产中心商铺,广州市番禺区万博四路68号（万达广场旁）,15.00米,12.00米,10.00米,客梯0个，货梯0个,6.00元/㎡·月,"网络,暖气,停车位,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/18 2:40:44,https://gz.shop.fang.com/zu/3_240631849.html,"113.351267,23.010265"
,46000元/月,185㎡,第1层(共5层),,,,住宅底商,,否,万寿路,,万寿路,1.00米,1.00米,3.00米,,,,,2019/9/11 11:04:09,https://gz.shop.fang.com/zu/3_242195883.html,"113.281441,23.102073"
,150000元/月,租金已包含,暂无,,,,住宅底商,,否,体育东横街商铺,,客梯0个，货梯0个,体育东横街商铺,,,,0.00㎡,500㎡,,2019/8/20 10:09:17,https://gz.shop.fang.com/zu/3_241573646.html,
,33000元/月,押二付一,392000.00㎡,180㎡,,,第1层(共3层),简装修,写字楼配套底商,是,"服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",白云万达广场商铺,云城东路501号,10.00米,10.00米,11.00米,客梯0个，货梯0个,10.00元/㎡·月,"网络,扶梯,上水,下水,可明火,排烟,排污,外摆区",2019/7/31 10:33:42,https://gz.shop.fang.com/zu/3_237595501.html,"113.264917,23.172898"
,487500元/月,押三付一,0.00㎡,,,,第1层(共4层),毛坯,写字楼配套底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",新港东路商铺,新港东路,15.00米,99.00米,5.00米,客梯0个，货梯0个,,"网络,停车位,客梯,货梯,中央空调,上水,下水,排烟,排污",2019/9/7 9:45:51,https://gz.shop.fang.com/zu/3_242079759.html,"113.337417,23.097915"
,15000元/月,押二付一,18㎡,,,,第1层(共3层),精装修,住宅底商,是,百货超市,上下九商业步行街,上下九商业步行街,3.00米,10.00米,3.30米,,5.00元/㎡·月,"网络,暖气,停车位,货梯,扶梯,燃气",2019/9/7 22:26:51,https://gz.shop.fang.com/zu/3_242106332.html,"113.246035,23.113888"
,145800元/月,租金已包含,暂无,,,,毛坯,其他,否,花城汇,,客梯0个，货梯0个,1.00米,1.00米,3.00米,花城汇,500000.00㎡,470㎡,,2019/9/6 15:58:28,https://gz.shop.fang.com/zu/3_242061931.html,
3万元,30000元/月,押三付一,18.00㎡,,,,第3层(共4层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",琶洲商业广场商铺,海珠琶洲蟠龙新街3号,,,4.00米,客梯0个，货梯0个,4.00元/㎡·月,"停车位,客梯,货梯,扶梯,上水,下水,外摆区",2019/7/22 12:02:08,https://gz.shop.fang.com/zu/3_229314269.html,"113.383905,23.098788"
,78000元/月,押二付一,0.00㎡,,,,第1层(共2层),精装修,住宅底商,是,百货超市,惠福路商业街,越秀区惠福路,5.00米,20.00米,4.00米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,货梯,扶梯,燃气",2019/9/5 9:18:54,https://gz.shop.fang.com/zu/3_242011352.html,"113.259186,23.120797"
,280000元/月,押一付二,2000㎡,,,,第2层(共30层),精装修,住宅底商,否,,天河北路都市华庭,广州市天河区天河北路,5.00米,15.00米,5.00米,,15.00元/㎡·月,"上水,下水",2019/8/6 11:32:21,https://gz.shop.fang.com/zu/3_241184877.html,"113.329002,23.140651"
,29000元/月,押二付一,800000.00㎡,,,,第1层(共4层),精装修,住宅底商,是,百货超市,东方广场商铺,锦华路81.83.85号,15.00米,20.00米,4.50米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/7 22:53:46,https://gz.shop.fang.com/zu/3_242106905.html,"113.294818,23.133898"
30万元,300000元/月,押三付一,24666.00㎡,,32个月,空转,第1层(共3层),毛坯,住宅底商,是,"百货超市,美容美发,餐饮美食",北京路步行街,北京路322号附近,8.00米,15.00米,5.00米,客梯4个，货梯2个,30.00元/㎡·月,"上水,下水,可明火,排烟,排污",2019/8/12 11:13:20,https://gz.shop.fang.com/zu/3_241358890.html,"113.269225,23.119908"
,60000元/月,租金已包含,第1层(共5层),,,,住宅底商,,否,马场路,,马场路,,,,,,158㎡,,2019/8/25 12:45:24,https://gz.shop.fang.com/zu/3_241722789.html,"113.343620,23.119040"
,120000元/月,225㎡,第1层(共5层),,,,住宅底商,,否,天河南二路,,天河南二路,1.00米,1.00米,3.00米,,,,,2019/9/7 9:45:09,https://gz.shop.fang.com/zu/3_242079729.html,"113.331013,23.131676"
,160000元/月,租金已包含,2006-01-01,,,,购物中心/百货,,否,中华广场商铺,,客梯28个，货梯2个,中华广场商铺,,,,290000.00㎡,258㎡,,2019/8/27 10:51:29,https://gz.shop.fang.com/zu/3_241767570.html,"113.353192,22.915846"
,2800元/月,押一付三,0.00㎡,,,,第1层(共12层),简装修,住宅底商,否,生活服务,市桥大南路商铺,广州市番禺区大南路,6.00米,9.00米,4.00米,客梯0个，货梯0个,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,燃气",2019/8/31 11:25:44,https://gz.shop.fang.com/zu/3_241880219.html,"113.267025,23.118798"
,45000元/月,押二付一,120000.00㎡,120㎡,,,第1层(共3层),简装修,住宅底商,否,,金碧华府商铺,珠江新城金碧华府,8.00米,15.00米,4.50米,客梯0个，货梯0个,2.80元/㎡·月,"网络,停车位,上水,下水",2019/9/2 11:43:32,https://gz.shop.fang.com/zu/3_241933458.html,"113.342021,23.116720"
,286800元/月,478㎡,暂无,,,,商业街商铺,,否,珠江新城西区商铺,,客梯0个，货梯0个,1.00米,1.00米,3.00米,珠江新城西区商铺,0.00㎡,,,2019/9/7 9:57:23,https://gz.shop.fang.com/zu/3_242080169.html,
,180000元/月,租金已包含,暂无,,,,商业街商铺,,否,环市东路商铺,,客梯0个，货梯0个,环市东路商铺,,,,0.00㎡,462㎡,,2019/8/27 10:32:35,https://gz.shop.fang.com/zu/3_241766422.html,
,23229元/月,月付,80㎡,,,,第1层(共10层),"简单装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市,"
                                    昌岗中路转让 ","
                                    167号 ",,,,,,网络,2019/7/22 17:06:46,https://gz.shop.fang.com/zu/1_52133520.html,"113.275290,23.089002"
,6800元/月,押二付一,72㎡,,,,第1层(共2层),"毛坯
                                ",住宅底商 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐,"
                                    中新知识城万科幸福誉三期 ","
                                    广东省广州市萝岗区Y079 ",3.00米,11.00米,6.00米,,6.5元/月,"网络,停车位,扶梯,上水,下水",2019/8/9 17:59:13,https://gz.shop.fang.com/zu/1_52135767.html,"113.620015,23.288097"
,12000元/月,押二付一,3000 平,,,,第1层(共6层),"毛坯
                                ",写字楼配套底商 ,否,服饰鞋包，生活服务，美容美发，餐饮美食，其他,万科云城米酷商铺,"
                                    华观路(旧名云溪路)以南、高唐路以东100米 ",4.50米,13.30米,5.50米,客梯0个，货梯3个,8.5元/月,"网络,停车位,上水,下水,排烟,排污",2019/7/28 13:42:08,https://gz.shop.fang.com/zu/1_52134100.html,"113.225792,23.178367"
,16000元/月,押二付一,0平,,,,第-1层(共4层),"精装修
                                ",写字楼配套底商 ,否,餐饮美食,合生广场商铺,"
                                    广州大道南249号 ",9.00米,4.00米,4.00米,客梯3个，货梯1个,租金已包含,"停车位,客梯,货梯,扶梯,中央空调,上水,下水,排污",2019/8/7 21:22:23,https://gz.shop.fang.com/zu/1_52135330.html,"113.313985,23.086002"
,12000元/月,押一付三,66㎡,,,,第1层(共1层),"简单装修
                                ",商业街商铺 ,否,"
                                    车陂路商铺 ",0平,6.00米,10.00米,3.00米,1个月,,3元/月,"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/20 16:30:12,https://gz.shop.fang.com/zu/1_52136917.html,"113.325057,23.126164"
6万元,4250元/月,押三付一,91㎡,,30个月,,第1层(共1层),"精装修
                                ",住宅底商 ,否,百货超市，家居建材，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    紫金楼 ","
                                    广东省广州市海珠区慎和大街8号-3 ",5.00米,16.00米,6.00米,,租金已包含,,2019/8/21 13:13:59,https://gz.shop.fang.com/zu/1_52137019.html,"113.268683,23.098841"
6万元,4250元/月,押三付一,91㎡,,,,第1层(共1层),"精装修
                                ",住宅底商 ,否,"
                                    紫金楼 ","
                                    广东省广州市海珠区慎和大街8号-3 ",5.00米,16.00米,6.00米,30个月,,租金已包含,,2019/8/21 13:13:59,https://gz.shop.fang.com/zu/1_52137018.html,"113.268819,23.098827"
1万元,2600元/月,押二付一,0平,,34个月,,第1层(共1层),"简装修
                                ",商业街商铺 ,否,百货超市，家居建材，生活服务，美容美发，休闲娱乐，其他,金沙湾商铺,"
                                    番禺区沙湾镇中华大道 ",3.30米,30.00米,6.00米,,0.8元/月,"停车位,上水,下水,可明火,排烟,排污,外摆区",2019/8/5 21:21:54,https://gz.shop.fang.com/zu/1_52135072.html,"113.352102,22.912240"
6万元,4250元/月,押三付一,91㎡,,,,第1层(共1层),"精装修
                                ",住宅底商 ,否,"
                                    紫金楼 ","
                                    广东省广州市海珠区慎和大街8号-3 ",5.00米,16.00米,4.50米,30个月,,租金已包含,,2019/8/21 13:13:59,https://gz.shop.fang.com/zu/1_52137020.html,"113.268819,23.098827"
,20000元/月,面议,18㎡,,,,第2层(共2层),"精装修
                                ",商业街商铺 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发,"
                                    美荔汇、 ","
                                    康王中路陈家祠地铁站 ",,,,,,,2019/8/20 20:17:58,https://gz.shop.fang.com/zu/1_52136954.html,"113.247852,23.125539"
,200元/月,月付,170㎡,,,,第1层(共28层),"精装修
                                ",写字楼配套底商 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，家居建材，其他,"
                                    建和中心 ","
                                    111号 ",,,,,,"网络,暖气,停车位,客梯,货梯",2019/8/20 16:28:52,https://gz.shop.fang.com/zu/1_52136916.html,"113.321219,23.136018"
,5000元/月,月付,60㎡,,,,第1层(共8层),"精装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，其他,"
                                    花都区商业大道 ","
                                    商业大道86号 ",,,,,,停车位,2019/8/20 15:38:33,https://gz.shop.fang.com/zu/1_52136909.html,"113.231863,23.386017"
,23000元/月,押二付一,0平,,,,第1层(共1层),"简装修
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，其他,黄花岗商业街,"
                                    先烈中路100号黄花岗商业街 ",1.00米,1.00米,1.00米,,租金已包含,"停车位,上水,下水",2019/8/22 9:46:41,https://gz.shop.fang.com/zu/1_52137110.html,"113.297333,23.138833"
5万元,11000元/月,押二付一,16㎡,,48个月,,第1层(共1层),"精装修
                                ",临街门面 ,否,餐饮美食,"
                                    线上花甲 ","
                                    广东省广州市天河区岗顶石牌西路逢源大街1号 ",5.00米,3.20米,5.00米,,1元/月,"网络,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/21 23:29:41,https://gz.shop.fang.com/zu/1_52137093.html,"113.337417,23.097915"
,20000元/月,面议,18㎡,,,,第2层(共2层),"简单装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，生活服务,"
                                    熊霸港式小食 ","
                                    康王中路陈家祠地铁站 ",,,,,,,2019/8/20 20:15:03,https://gz.shop.fang.com/zu/1_52136953.html,"113.273819,23.095932"
