cenggao,floor,function_list,jianzhumianji,jinshen,location,loupandizhi,loupanmingcheng,miankuan,release_date,service_price,shangpu_type,shifoufenge,shihejingying,titile,total_price,url,zhuangxiu,shiyongmianji,location_coords,city
6.00米,第1层(共4层),,45㎡,10.00米,"佛山,南海,广佛智城",南海大沥镇广佛路广佛国际贸城中心区,广佛智城,4.50米,2019/7/31 14:34:16,0.00元/㎡·月,住宅底商,是,百货超市,广佛智城 产权 5万首付 带租约8000起 送装修送管理 来单咨询,45万,https://gz.shop.fang.com/shou/3_241017425.html,毛坯,,,广州
5.50米,第1层(共3层),"暖气,上水",10㎡,10.00米,"番禺,市桥南,天幕数码城",广州市番禺市桥清河中路88号,天幕数码城,1.00米,2019/9/4 11:07:19,10.00元/㎡·月,住宅底商,是,百货超市,没有中间商賺差价番禺鲜尚鲜新街市2模式 即买即收租,10万,https://gz.shop.fang.com/shou/3_241985571.html,简装修,,"113.368453,22.934153",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",24㎡,8.00米,"天河,体育中心,天河又一城",体育西路54号,天河又一城,6.00米,2019/8/24 14:54:12,10.00元/㎡·月,购物中心/百货,是,"休闲娱乐,美容美发,餐饮美食,服饰鞋包,生活服务,百货超市",急售天河又一城 鲜果捞铺位 月收1800带 产权清晰,36万,https://gz.shop.fang.com/shou/3_241700098.html,精装修,,"113.322511,23.132153",广州
7.00米,第9层(共10层),"网络,上水,下水,可明火,排烟,排污,燃气,外摆区",40㎡,8.00米,"白云,白云大道北,人和商业中心",广州市白云区人和镇西成路8号,人和商业中心,5.00米,2019/8/28 13:11:14,3.50元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,餐饮美食,休闲娱乐",白云机场公遇 40平米总价36万 五级酒店签约 月收6800 可自住,36万,https://gz.shop.fang.com/shou/3_241799292.html,精装修,,"113.292973,23.342711",广州
3.00米,第1层(共1层),,15㎡,3.00米,"越秀区,北京路,北京路小区",北京路,北京路小区,5.00米,2019/8/26 15:49:02,15.00元/㎡·月,其他,否,,北京路商业步行街一手网红餐饮街 天河城百货统一运营,18万,https://gz.shop.fang.com/shou/3_241751420.html,简装修,,"113.270192,23.119352",广州
5.60米,第1层(共5层),,8㎡,4.00米,"番禺,市桥东,清河路",番禺区清河中路新广场旁,清河路,2.00米,2019/9/4 11:12:13,5.60元/㎡·月,商业街商铺,是,百货超市,13.8万起5千番禺广场鲜尚鲜保底+分红,17万,https://gz.shop.fang.com/shou/3_241985865.html,简装修,,"113.503110,22.820101",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,8.00米,"天河,岗顶,摩登百货岗顶店",广州市天河路560号,摩登百货岗顶店,6.00米,2019/8/17 21:24:55,0.00元/㎡·月,商业街商铺,是,"百货超市,生活服务,美容美发,餐饮美食,休闲娱乐",天河岗顶摩登百货周边成熟商圈 临街绝味鸭脖出售 带18000租约出,32万,https://gz.shop.fang.com/shou/3_241516604.html,精装修,,"113.339483,23.134979",广州
5.50米,第1层(共1层),客梯,25㎡,10.00米,"天河,天河南,体育西横街",体育西路体育西横街,体育西横街,2.50米,2019/8/24 22:59:05,0.00元/㎡·月,住宅底商,否,百货超市,体育西横街 海鲜菜市场 产权明确 带租约10000起 来电可,22万,https://gz.shop.fang.com/shou/3_241713445.html,简装修,,"113.323131,23.129145",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,上水,下水,可明火,排烟,排污,燃气",15㎡,8.00米,"白云,金沙洲南,中海金沙湾",金沙洲大桥以南建设大道1号,中海金沙湾,6.00米,2019/9/3 11:08:32,10.00元/㎡·月,商业街商铺,否,餐饮美食,大沥步行街餐饮产权铺位 包管 月收12000 伟业广场主通道铺,26万,https://gz.shop.fang.com/shou/3_241956731.html,精装修,,"113.211254,23.151923",广州
5.20米,第1层(共1层),,27㎡,3.00米,"荔湾,陈家祠,西门口广场",中山七路50号,西门口广场,9.00米,2019/8/21 18:14:40,12.00元/㎡·月,住宅底商,否,餐饮美食,急售 中华广场 奶茶店 红本过户 带租15000月,35万,https://gz.shop.fang.com/shou/3_241618650.html,简装修,,"113.252766,23.126733",广州
7.00米,第1层(共4层),"客梯,上水,可明火,排污,外摆区",12㎡,8.00米,"广州周边,佛山,广佛智城永旺天街",广州周边-佛山-广佛智城永旺天街,广佛智城永旺天街,6.00米,2019/8/31 21:57:58,0.00元/㎡·月,商业街商铺,否,"百货超市,餐饮美食",佛山华南永旺梦乐城 餐饮铺位 开发商统一经营管理 带租约出售,33万,https://gz.shop.fang.com/shou/3_241898548.html,简装修,,"113.287741,23.135606",广州
6.00米,第1层(共6层),,12㎡,4.00米,"越秀,北京路,北京路步行街",北京路322号附近,北京路步行街,3.00米,2019/8/29 0:00:37,0.00元/㎡·月,住宅底商,是,百货超市,出售 高 人气旺 看房方便 诚心出售,18.2万,https://gz.shop.fang.com/shou/3_241816558.html,简装修,,"113.269225,23.119908",广州
6.00米,第1层(共1层),,27㎡,7.00米,"天河,体育中心,天河城",天河区天河路208号,天河城,4.00米,2019/9/1 10:39:37,0.00元/㎡·月,商业街商铺,否,,天河城业主做慈善急售38万买断只剩一套 带租13000,38万,https://gz.shop.fang.com/shou/3_241903959.html,毛坯,,"113.322054,23.131969",广州
7.00米,第1层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,可明火,排烟,排污,燃气,外摆区",20㎡,8.00米,"顺德,容桂,天佑城",佛山市顺德区桂洲大道中,天佑城,6.00米,2019/8/20 10:41:07,0.00元/㎡·月,商业街商铺,否,"生活服务,家居建材,餐饮美食,百货超市,美容美发,酒店宾馆,服饰鞋包,休闲娱乐",顺德乐从容桂天佑城 商业街 喜茶1起 带租约,28万,https://gz.shop.fang.com/shou/3_241575238.html,简装修,,"113.268629,23.108502",广州
7.00米,第1层(共1层),,12㎡,8.00米,"越秀,北京路,北京路步行街",北京路322号附近,北京路步行街,6.00米,2019/9/3 21:48:18,0.00元/㎡·月,其他,否,,美丽价41.5万买断独立产权 收租13500/月 北京路步行,41.5万,https://gz.shop.fang.com/shou/3_241977857.html,精装修,,"113.269225,23.119908",广州
5.50米,第1层(共1层),"网络,客梯,上水,下水,可明火,排烟,排污",12㎡,10.00米,"荔湾,西关,力迅上下九西门町",下九路37至55号,力迅上下九西门町,1.50米,2019/8/25 0:04:59,0.00元/㎡·月,住宅底商,否,百货超市,业主急需资金急售 老长沙臭豆腐 收租1万 上下九步行街 买断,23万,https://gz.shop.fang.com/shou/3_241713932.html,精装修,,"113.247434,23.114488",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",24㎡,6.00米,"海珠,客村,丽影商业广场",新港中路珠影正门东侧,丽影商业广场,4.00米,2019/8/13 17:28:05,0.00元/㎡·月,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",旺！客村出口 丽影广场 广州地标旁 带租15600 业主急售,35.2万,https://gz.shop.fang.com/shou/3_241396451.html,精装修,,"113.321542,23.095747",广州
3.00米,第1层(共4层),"网络,暖气,停车位,客梯,货梯,扶梯",15㎡,3.00米,"天河,岑村,广佛智诚",广佛智诚,广佛智诚,3.00米,2019/7/18 9:12:20,0.00元/㎡·月,商业街商铺,否,"百货超市,美容美发,餐饮美食,休闲娱乐",永旺梦乐城 价18 开发商直销无中介 双地铁口物业,18万,https://gz.shop.fang.com/shou/3_240632874.html,简装修,,"113.204126,23.117129",广州
3.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",15㎡,3.00米,"番禺,华南,番禺万达广场",迎宾大道万博中心以东、汉溪大道以北、兴南大道以南,番禺万达广场,5.00米,2019/9/3 16:48:32,10.00元/㎡·月,临街门面,否,"餐饮美食,服饰鞋包,美容美发,百货超市",番禺万达广场 主干道 周黑鸭小吃店 月租12000 产权清晰 业主急售,45万,https://gz.shop.fang.com/shou/3_241967744.html,毛坯,,"113.349106,23.007572",广州
7.00米,第1层(共4层),"暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污",12㎡,4.00米,"佛山,南海,广佛智城",南海大沥镇广佛路广佛国际贸城中心区,广佛智城,3.50米,2019/7/29 19:17:43,0.00元/㎡·月,住宅底商,是,"百货超市,餐饮美食",永旺梦乐城天街全天饮食铺位 带8年租包管理！收租4800/月超直！,18万,https://gz.shop.fang.com/shou/3_240969186.html,简装修,,,广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",12㎡,8.00米,"白云,永泰,永泰地铁口",永泰地铁口,永泰地铁口,6.00米,2019/8/8 20:26:09,0.00元/㎡·月,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",新收永泰地铁口 网红一点点日营业额32000 现总价20.8万急售,20.8万,https://gz.shop.fang.com/shou/3_241258006.html,精装修,,"113.300763,23.219791",广州
5.00米,第1层(共4层),"暖气,上水",15㎡,3.00米,"番禺,市桥北,永旺梦乐城",广州市番禺区大龙街亚运大道1号,永旺梦乐城,5.00米,2019/7/29 19:13:31,5.00元/㎡·月,住宅底商,是,百货超市,非使用权 永旺梦乐城 内部保留单位 总价15万 带10000租约出售,18万,https://gz.shop.fang.com/shou/3_240969024.html,简装修,,"113.388100,22.936555",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",24㎡,6.00米,"越秀,解放北,白马服装市场",站南路16号,白马服装市场,4.00米,2019/8/10 18:27:13,0.00元/㎡·月,临街门面,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",白马服装城二手铺 稳定客流量 收租1.28万 带租约出售 价钱可以谈,22.5万,https://gz.shop.fang.com/shou/3_241317681.html,精装修,,"113.253709,23.146566",广州
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,3.00米,"番禺,华南,番禺万达广场",迎宾大道万博中心以东、汉溪大道以北、兴南大道以南,番禺万达广场,6.00米,2019/8/24 12:46:12,10.00元/㎡·月,商业街商铺,是,餐饮美食,首付12万买番禺万达 金街靓铺 带租约15000 产权清晰 业主急用钱,26万,https://gz.shop.fang.com/shou/3_241696197.html,精装修,,"113.349106,23.007572",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",23㎡,8.00米,"荔湾,西关,力迅上下九西门町",下九路37至55号,力迅上下九西门町,6.00米,2019/8/6 22:15:20,0.00元/㎡·月,临街门面,是,"百货超市,服饰鞋包,餐饮美食,休闲娱乐",业主移民 主通道位上下九大卡司 带租约16500/月 产权清晰 无纠纷,34万,https://gz.shop.fang.com/shou/3_241204531.html,精装修,,"113.247434,23.114488",广州
6.00米,第4层(共5层),,24㎡,6.00米,"白云,机场路,机场路",白云区机场路1号,机场路,4.00米,2019/9/3 16:13:43,0.00元/㎡·月,商业街商铺,否,餐饮美食,白云区 首付10买石井国际广场 悠名棠 梵茶店 带租约,19万,https://gz.shop.fang.com/shou/3_241966376.html,简装修,,"113.262363,23.192285",广州
5.50米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",24㎡,10.00米,"白云,机场路,白云区旺铺出售",白云区万达广场,白云区旺铺出售,2.40米,2019/8/30 22:46:18,0.00元/㎡·月,住宅底商,否,百货超市,白云万达广场 产权餐饮铺 现租12500/月 总价38万 价,38万,https://gz.shop.fang.com/shou/3_241873610.html,精装修,,"113.273289,23.157290",广州
7.00米,第1层(共1层),,18㎡,8.00米,"广州周边,佛山,伟业华誉豪庭",佛山市南海区大沥镇竹基南路与城南一路交汇处,伟业华誉豪庭,6.00米,2019/7/31 19:11:04,30.00元/㎡·月,其他,否,,靓铺 伟业广场 美食街铺餐饮 带租约13800/月 红本过户,36万,https://gz.shop.fang.com/shou/3_241026515.html,精装修,,"113.326120,23.124340",广州
3.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,6.00米,"天河,珠江新城中,兴盛路步行街",珠江新城中区兴盛路,兴盛路步行街,6.00米,2019/8/16 13:58:37,15.00元/㎡·月,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",兴盛路步行街餐饮铺 产权清晰 带8000租约/月 红本交易 随时看铺,30万,https://gz.shop.fang.com/shou/3_241474487.html,精装修,,"113.317172,23.140393",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",16㎡,2.00米,"天河,天河北,太古汇",天河路383号(近地铁石牌桥站),太古汇,8.00米,2019/8/14 15:30:40,0.00元/㎡·月,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",天河太古汇 轻餐饮奶茶店出售 总价28万 月收11200,28万,https://gz.shop.fang.com/shou/3_241421436.html,精装修,,"113.333058,23.133787",广州
5.50米,第1层(共4层),客梯,15㎡,10.00米,"越秀,北京路,北京路步行街",北京路322号附近,北京路步行街,1.50米,2019/8/24 23:32:09,0.00元/㎡·月,住宅底商,否,百货超市,北京路天河城一手餐饮铺 开发商直销 总价18 坐拥百万人流,18.88万,https://gz.shop.fang.com/shou/3_241713750.html,毛坯,,"113.269225,23.119908",广州
7.00米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",12㎡,8.00米,"白云,永泰,永泰地铁口",永泰地铁口,永泰地铁口,6.00米,2019/8/25 10:21:09,0.00元/㎡·月,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",新收永泰地铁口 网红一点点奶茶 业主低价出售 总价20万 急售,20万,https://gz.shop.fang.com/shou/3_241717396.html,精装修,10㎡,"113.300763,23.219791",广州
7.00米,第1层(共1层),,47㎡,8.00米,"佛山,禅城,敏捷金谷国际",禅城 汾江北路（城北中学对面）,敏捷金谷国际,6.00米,2019/8/6 11:49:47,0.00元/㎡·月,住宅底商,是,百货超市,敏捷金谷国际 华南五金批发市场 双地铁 铺位产权过户 带租约15,38万,https://gz.shop.fang.com/shou/3_241185703.html,简装修,,"113.269225,23.119908",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",31㎡,5.00米,"越秀,北京路,北京路步行街光明广场",越秀区西湖路63号光明广场,北京路步行街光明广场,7.00米,2019/9/3 10:58:19,10.00元/㎡·月,购物中心/百货,否,餐饮美食,急售 研磨时光咖啡 带租约每月稳定收租18000 产权清晰,50万,https://gz.shop.fang.com/shou/3_241956273.html,精装修,,"113.267357,23.122256",广州
7.00米,第3层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯",25㎡,8.00米,"番禺,番禺周边,广州南站-B16-17B入闸口",广州南站-B16-17B入闸口,广州南站-B16-17B入闸口,6.00米,2019/8/23 21:13:46,16.00元/㎡·月,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",广州南站地铁口 带租约 月收/租12000 红本在手 业主急售,28万,https://gz.shop.fang.com/shou/3_241683965.html,精装修,,"113.269316,22.988719",广州
5.00米,第1层(共1层),"网络,暖气,停车位,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,6.00米,"增城,新塘南,新塘国际牛仔城",新塘镇广深公路东华路段,新塘国际牛仔城,4.00米,2019/9/1 12:37:38,3.00元/㎡·月,商业街商铺,否,"餐饮美食,休闲娱乐",增城大润发网红铺现租13000 租约还有2年 买断产权无税交易,18万,https://gz.shop.fang.com/shou/3_241908630.html,毛坯,,"113.634081,23.122603",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气,外摆区",31㎡,8.00米,"越秀,北京路,北京路步行街",北京路322号附近,北京路步行街,6.00米,2019/9/4 15:46:21,0.00元/㎡·月,临街门面,是,"百货超市,服饰鞋包,餐饮美食,休闲娱乐",北京路步行街 杨小贤 收租18000/月 产权清晰 业主急售,45万,https://gz.shop.fang.com/shou/3_241996375.html,精装修,,"113.269225,23.119908",广州
4.00米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",20㎡,4.00米,"天河,体育中心,天河城",天河城,天河城,5.00米,2019/7/26 17:23:18,25.00元/㎡·月,购物中心/百货,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",天河城 业主出国急售 带租约 月收20000,35万,https://gz.shop.fang.com/shou/3_240882089.html,精装修,19㎡,"113.322054,23.131969",广州
6.00米,第1层(共5层),,40㎡,5.00米,"广州周边,佛山,世博广场",佛山市禅城区汾江南路38号,世博广场,6.00米,2019/9/3 21:30:45,5.00元/㎡·月,其他,否,,世博广场 魁奇路地铁站 产权急售 首付5万 带租约1万 随时,50万,https://gz.shop.fang.com/shou/3_241977354.html,精装修,,,广州
7.00米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气,外摆区",25㎡,8.00米,"海珠,江南西,江南西",江南西商铺,江南西,6.00米,2019/8/31 21:59:31,10.00元/㎡·月,临街门面,否,"服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",江南西 主通道 带租约出售 月收19500 即买即收租 个人产权 急售,32万,https://gz.shop.fang.com/shou/3_241898592.html,精装修,24㎡,"113.273727,23.096689",广州
5.50米,第1层(共1层),客梯,35㎡,10.00米,"花都区,新区,花都万达城",凤凰北路,花都万达城,3.50米,2019/8/30 16:31:09,0.00元/㎡·月,住宅底商,否,百货超市,美心西饼餐饮 出售18000 花都万达城,37万,https://gz.shop.fang.com/shou/3_241862507.html,简装修,,"113.235760,23.433170",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气,外摆区",25㎡,8.00米,"越秀,北京路,动漫星城",中山五路219号,动漫星城,6.00米,2019/8/20 13:18:19,10.00元/㎡·月,购物中心/百货,否,"百货超市,餐饮美食,休闲娱乐",急售公园前奶茶铺 带18000租约出售 无任何纠纷 随时看铺,45万,https://gz.shop.fang.com/shou/3_241580997.html,简装修,,"113.263520,23.125170",广州
7.00米,第4层(共4层),"网络,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",14㎡,3.00米,"黄埔,萝岗,萝岗万达广场",科学城开创大道与科丰路交汇处,萝岗万达广场,4.00米,2019/8/31 16:14:05,10.00元/㎡·月,购物中心/百货,是,"餐饮美食,生活服务,美容美发,家居建材,服饰鞋包,百货超市,酒店宾馆,休闲娱乐",新收 萝岗万达 都可奶茶 25000 业主资金周转急售,32万,https://gz.shop.fang.com/shou/3_241888317.html,精装修,,"113.465038,23.168278",广州
5.50米,第1层(共1层),客梯,16㎡,10.00米,"番禺,市桥,番禺易发商业街",番禺-市桥-番禺易发商业街,番禺易发商业街,1.60米,2019/6/18 23:09:18,0.00元/㎡·月,商业街商铺,否,百货超市,靓铺番禺易发街独立产权带5年租约1万2,30万,https://gz.shop.fang.com/shou/3_239749797.html,简装修,,"113.364190,22.941168",广州
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,4.50米,"越秀,东山,越秀东山口",东山口,越秀东山口,4.00米,2019/8/1 21:18:51,0.00元/㎡·月,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",越秀区东山口 临街产权 红本在手 总价20.5万买断产权,20.5万,https://gz.shop.fang.com/shou/3_241062190.html,精装修,,"113.296581,23.123309",广州
3.00米,第1层(共1层),"网络,暖气,停车位",18㎡,4.00米,"天河,龙洞,龙洞步行街",广州市天河区东北部龙洞街道辖区,龙洞步行街,5.00米,2019/9/1 19:24:30,0.00元/㎡·月,商业街商铺,否,百货超市,龙洞步行街 不动产权交易 人流量爆 现租17000 即买即收,14.57万,https://gz.shop.fang.com/shou/3_241921704.html,简装修,,"113.366650,23.194679",广州
6.00米,第1层(共22层),,126.79㎡,13.00米,"天河区,长湴,乐意居花苑",美景街18号,乐意居花苑,6.00米,2019/8/17 14:52:10,0.00元/㎡·月,住宅底商,否,,天河客运站6米门面餐饮出售百态佳意,15万,https://gz.shop.fang.com/shou/3_241505435.html,简装修,,"113.356876,23.168905",广州
5.50米,第1层(共1层),"暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排污",20㎡,10.00米,"越秀,五羊新城,寺右新马路",五羊新城寺右新马路,寺右新马路,2.00米,2019/8/30 22:21:41,0.00元/㎡·月,住宅底商,否,百货超市,五羊新城 盒马先生 菜市场档 返祖9000带租约 产权清晰,23.8万,https://gz.shop.fang.com/shou/3_241873182.html,精装修,,"113.308977,23.119794",广州
5.00米,第1层(共5层),"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",17㎡,3.58米,"广州周边,佛山,伟业华誉豪庭",佛山市南海区大沥镇竹基南路与城南一路交汇处,伟业华誉豪庭,5.00米,2019/8/24 16:41:23,10.00元/㎡·月,临街门面,否,"餐饮美食,休闲娱乐,生活服务,美容美发,家居建材,服饰鞋包,百货超市",佛山南海 大沥步行街 个人产权 收租13000 有房产证 产权清晰,38万,https://gz.shop.fang.com/shou/3_241703611.html,精装修,,"113.326120,23.124340",广州
5.00米,第1层(共6层),,15㎡,5.00米,"天河,体育中心,体育西路",天河区体育西路,体育西路,3.00米,2019/9/1 15:17:30,0.00元/㎡·月,其他,否,,体育西路口小飞生煎买断包.过户 现租一万五急,27万,https://gz.shop.fang.com/shou/3_241914069.html,简装修,,"113.322119,23.132216",广州
5.00米,第1层(共8层),"网络,停车位,客梯,货梯,扶梯",42㎡,6.00米,"番禺区,祈福,招商金山谷",东艺路81号,招商金山谷,10.00米,2019/9/1 15:19:42,5.00元/㎡·月,商业街商铺,是,百货超市,一手 带餐饮功能 方正实用 总价低,40万,https://gz.shop.fang.com/shou/3_241914173.html,简装修,,"113.342779,22.973553",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",10㎡,2.00米,"天河,体育中心,天河城",天河区天河路208号,天河城,5.00米,2019/9/3 16:46:51,10.00元/㎡·月,购物中心/百货,是,"餐饮美食,休闲娱乐",天河城 一点点 7字位 扶梯口 月租9000 红本租约急售 资金周转,15万,https://gz.shop.fang.com/shou/3_241967674.html,精装修,,"113.322054,23.131969",广州
7.00米,第9层(共12层),,15㎡,3.00米,"荔湾,黄沙,广佛智城",广佛路与桂和路交界,广佛智城,5.00米,2019/8/14 10:38:40,0.00元/㎡·月,住宅底商,是,"百货超市,生活服务,餐饮美食,休闲娱乐",内部单位！内部单位！内部单位！总价16万 买佛山永旺梦乐城,16万,https://gz.shop.fang.com/shou/3_241410530.html,精装修,,,广州
6.00米,,"客梯,货梯,扶梯,中央空调,排污,外摆区",25㎡,4.00米,"白云,黄边,云山诗意",云山诗意商铺,云山诗意,5.00米,2019/8/12 18:20:27,2.50元/㎡·月,住宅底商,是,蔬菜,黄边地铁口 菜市场 急售！25万 有产权 可分期 带租9000,25万,https://gz.shop.fang.com/shou/3_241371163.html,精装修,20㎡,"113.530972,22.789854",广州
4.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",20㎡,4.00米,"海珠,江南西,江南西",江南大道中江南西路182号,江南西,5.00米,2019/8/26 13:01:41,10.00元/㎡·月,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",(出售) 江南西地铁站 查理宜世 临街 带租约 月收18000,45万,https://gz.shop.fang.com/shou/3_241746673.html,简装修,,"113.273727,23.096689",广州
5.00米,第1层(共1层),"网络,暖气,停车位,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,6.00米,"越秀,北京路,北京路步行街",北京路322号附近,北京路步行街,4.00米,2019/9/1 14:23:51,30.00元/㎡·月,商业街商铺,是,"餐饮美食,休闲娱乐",北京路临街餐饮 首付8万买断产权租金13000 包过户,22万,https://gz.shop.fang.com/shou/3_241911497.html,毛坯,,"113.269225,23.119908",广州
7.00米,第1层(共1层),,18㎡,3.00米,"天河,体育中心,正佳广场",天河路208号,正佳广场,6.00米,2019/8/26 16:12:47,40.00元/㎡·月,其他,否,,正佳广场 贡茶铺位 低市场价 买断产权 带租约出售 月返10,25万,https://gz.shop.fang.com/shou/3_241752231.html,精装修,,"113.327990,23.132189",广州
5.00米,第1层(共4层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",20㎡,4.00米,"白云,嘉禾望岗,嘉禾望岗",嘉禾望岗,嘉禾望岗,5.00米,2019/8/28 11:15:16,5.00元/㎡·月,临街门面,否,"百货超市,酒店宾馆,生活服务,餐饮美食,休闲娱乐",品牌租客！嘉禾望岗 全广州三条地铁交汇 租金高 稳定,22万,https://gz.shop.fang.com/shou/3_241795682.html,精装修,,"113.280573,23.256482",广州
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",12㎡,3.00米,"荔湾,西关,上下九路",荔湾区上下九路与上下九步行街,上下九路,4.00米,2019/9/3 15:31:49,15.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",月租8000 上下九步行街 临街餐饮铺位 带租约急售 实拍场景,16万,https://gz.shop.fang.com/shou/3_241964767.html,精装修,,"113.246193,23.113597",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",24㎡,8.00米,"白云,机场路,白云万达广场",云城东路501号,白云万达广场,6.00米,2019/9/3 10:57:40,10.00元/㎡·月,购物中心/百货,否,餐饮美食,白云万达 又卷烧饼承租 月收18000 产权清晰 业主急售,40万,https://gz.shop.fang.com/shou/3_241956241.html,毛坯,,"113.264917,23.172898",广州
5.50米,第1层(共1层),"网络,暖气,停车位,燃气",14㎡,10.00米,"越秀,北京路,北京路步行街",北京路322号附近,北京路步行街,1.50米,2019/8/28 11:07:02,0.00元/㎡·月,商业街商铺,否,百货超市,新收 北京路步行街一线临街铺 带租9500/月 产权清晰 红,31万,https://gz.shop.fang.com/shou/3_241795333.html,精装修,,"113.269225,23.119908",广州
5.00米,第1层(共3层),,20㎡,4.00米,"天河,体育中心,天河又一城",体育西路54号,天河又一城,5.00米,2019/8/21 18:09:41,15.00元/㎡·月,商业街商铺,否,餐饮美食,天河又一城周黑鸭红本包.过户 带租一万八随时看,28.8万,https://gz.shop.fang.com/shou/3_241618540.html,简装修,,"113.322511,23.132153",广州
